"edon","disloc2018","disloc2015","esc1","esc3","dsi_pob","pobtot"
19,20,20,3,1,0.645636113895386,1144
19,21,22,1,2,0.401534367462934,767
19,26,24,2,4,0.544359356056537,7095
19,21,21,1,2,0.401534367462934,16
19,5,16,10,12,0.244848119393985,3790
19,26,26,4,4,0.549303618323575,2174
19,23,23,25,5,0.488332268948407,2417
19,18,18,23,25,0.826603047810688,2003
19,25,17,13,15,0.412323656620095,4598
19,12,15,5,7,0.636562706377147,284
19,12,12,5,7,0.636562706377147,526
19,14,14,8,10,0.445266217302579,6041
19,15,13,6,8,0.2846813755105,1708
19,24,25,4,3,0.549303618323575,1477
19,11,3,19,19,0.110245452275581,1117
19,4,5,20,20,0.461993538901613,1519
19,4,4,20,20,0.461993538901613,1476
19,6,6,18,18,0.397590811766151,137
19,6,7,18,18,0.397590811766151,295
19,6,8,18,18,0.397590811766151,750
19,1,1,16,16,0.542779948768768,2276
19,2,2,22,22,0.405726700511172,2853
19,10,11,14,23,0.485145865364031,1594
19,10,10,14,23,0.485145865364031,2171
19,9,9,15,24,0.779926156775697,1833
19,19,19,24,26,0.851220139606468,8475
