"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2018","disloc2012","escenario1.y","dsi_E1_E3_pob","pob_total"
"1",11,4,1,1,11,18,13,4,1,1916
"2",11,4,1,1,11,18,13,4,1,1916
"3",11,8,2,0.862,11,22,22,8,0.873948749090858,4518
"4",11,8,2,0.862,11,22,22,8,0.873948749090858,4518
"5",11,6,3,1,11,9,9,6,1,6511
"6",11,10,4,1,11,2,2,10,1,1049
"7",11,21,22,0.856,11,16,16,21,0.921577092197319,21909
"8",11,21,22,0.856,11,16,16,21,0.921577092197319,21909
"9",NA,NA,21,NA,11,15,15,22,0.801328623909269,1079
"10",11,7,5,1,11,10,18,7,1,1590
"11",11,7,5,1,11,10,18,7,1,1590
"12",NA,NA,6,NA,11,17,17,2,1,3003
"13",11,5,7,1,11,19,21,5,1,1725
"14",11,3,8,0.974,11,1,1,3,0.951901932912976,2342
"15",11,3,8,0.974,11,1,9,9,0.951901932912976,7136
"16",11,9,9,0.946,11,8,8,1,0.9276240046052,235
"17",11,13,13,1,11,11,11,13,1,5611
"18",11,13,13,1,11,11,11,13,1,5611
"19",NA,NA,14,NA,11,12,12,14,1,12453
"20",11,17,16,0.894,11,3,4,17,0.954507742797706,5543
"21",11,17,16,0.894,11,3,4,17,0.954507742797706,5543
"22",NA,NA,20,NA,11,4,4,16,0.985243868189478,1833
"23",11,17,16,0.894,11,3,4,19,0.954507742797706,1410
"24",11,17,16,0.894,11,3,4,19,0.954507742797706,1410
"25",NA,NA,15,NA,11,21,7,15,1,1398
"26",NA,NA,17,NA,11,5,5,18,0.823421997687017,868
"27",NA,NA,17,NA,11,5,5,20,0.823421997687017,5176
"28",11,11,10,1,11,20,20,11,1,2667
"29",11,12,12,1,11,14,14,12,1,2742
