"","edon.x","disloc2012.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2012.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",14,3,3,0.256,14,2,3,2,0.31768397489707,1998
"2",14,17,8,0.352,14,4,17,4,0.290225685695774,2431
"3",14,1,8,0.352,14,4,17,4,0.290225685695774,2431
"4",14,18,8,0.352,14,4,17,4,0.290225685695774,2431
"5",14,17,8,0.352,14,3,1,3,0.290225685695774,2618
"6",14,1,8,0.352,14,3,1,3,0.290225685695774,2618
"7",14,18,8,0.352,14,3,1,3,0.290225685695774,2618
"8",14,19,4,0.293,14,5,19,5,0.334268331151672,1127
"9",14,17,8,0.352,14,4,18,4,0.290225685695774,3485
"10",14,1,8,0.352,14,4,18,4,0.290225685695774,3485
"11",14,18,8,0.352,14,4,18,4,0.290225685695774,3485
"12",14,5,6,0.689,14,4,5,4,0.748768742067917,983
"13",14,15,7,0.481,14,8,15,8,0.463255274770021,1248
"14",14,0,2,0.578,14,3,0,3,0.556871665622974,945
"15",14,2,5,0.757,14,9,2,9,0.777784848232685,5485
"16",14,12,14,0.364,14,13,12,13,0.397517129430334,693
"17",14,8,14,0.364,14,13,12,13,0.397517129430334,693
"18",14,9,12,0.682,14,12,9,12,0.674842293321247,1303
"19",14,11,12,0.682,14,12,9,12,0.674842293321247,1303
"20",14,9,12,0.682,14,12,11,12,0.674842293321247,1523
"21",14,11,12,0.682,14,12,11,12,0.674842293321247,1523
"22",14,13,13,0.443,14,11,13,11,0.451009938101707,1863
"23",14,14,11,0.646,14,10,14,10,0.663250190174961,1657
"24",14,12,14,0.364,14,13,8,13,0.397517129430334,3015
"25",14,8,14,0.364,14,13,8,13,0.397517129430334,3015
"26",14,7,1,0.232,14,2,7,2,0.261078667716649,21175
"27",14,16,20,0.57,14,14,16,14,0.473557976007827,1791
"28",14,20,19,0.72,14,16,20,16,0.750012774437499,6516
"29",14,10,16,0.603,14,19,10,19,0.549083127878309,1554
"30",14,4,17,0.643,14,17,4,17,0.774445099657979,1749
"31",14,6,17,0.643,14,17,4,17,0.774445099657979,1749
"32",14,4,17,0.643,14,19,6,19,0.774445099657979,4328
"33",14,6,17,0.643,14,19,6,19,0.774445099657979,4328
