"","edon.x","disloc2010.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2016","disloc2010.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",10,16,3,0.308,10,3,16,3,0.294968217477686,513
"2",10,8,2,0.538,10,1,8,1,0.650087135147877,760
"3",10,7,2,0.538,10,1,8,1,0.650087135147877,760
"4",10,15,1,0.323,10,6,15,6,0.338702495201536,2572
"5",10,14,1,0.323,10,6,15,6,0.338702495201536,2572
"6",10,17,1,0.323,10,6,15,6,0.338702495201536,2572
"7",10,2,12,0.39,10,11,2,11,0.448380659214525,9095
"8",10,1,12,0.39,10,11,2,11,0.448380659214525,9095
"9",10,2,12,0.39,10,11,1,11,0.448380659214525,905
"10",10,1,12,0.39,10,11,1,11,0.448380659214525,905
"11",10,6,11,0.306,10,11,6,11,0.200908899323999,2495
"12",10,5,11,0.306,10,11,6,11,0.200908899323999,2495
"13",10,3,9,0.353,10,8,3,8,0.41361524695561,1165
"14",10,4,9,0.353,10,8,3,8,0.41361524695561,1165
"15",10,6,11,0.306,10,9,5,9,0.200908899323999,835
"16",10,5,11,0.306,10,9,5,9,0.200908899323999,835
"17",10,3,9,0.353,10,9,4,9,0.41361524695561,633
"18",10,4,9,0.353,10,9,4,9,0.41361524695561,633
"19",10,15,1,0.323,10,6,14,6,0.338702495201536,1271
"20",10,14,1,0.323,10,6,14,6,0.338702495201536,1271
"21",10,17,1,0.323,10,6,14,6,0.338702495201536,1271
"22",10,11,13,0.61,10,15,11,15,0.724147357103155,1328
"23",10,12,13,0.61,10,15,11,15,0.724147357103155,1328
"24",10,11,13,0.61,10,15,12,15,0.724147357103155,2814
"25",10,12,13,0.61,10,15,12,15,0.724147357103155,2814
"26",10,13,15,0.403,10,13,13,13,0.509690970719746,1602
"27",10,10,15,0.403,10,13,13,13,0.509690970719746,1602
"28",10,13,15,0.403,10,13,10,13,0.509690970719746,14035
"29",10,10,15,0.403,10,13,10,13,0.509690970719746,14035
"30",10,15,1,0.323,10,6,17,6,0.338702495201536,2281
"31",10,14,1,0.323,10,6,17,6,0.338702495201536,2281
"32",10,17,1,0.323,10,6,17,6,0.338702495201536,2281
"33",10,9,6,0.276,10,7,9,7,0.356803031560313,8932
"34",10,8,2,0.538,10,1,7,1,0.650087135147877,1079
"35",10,7,2,0.538,10,1,7,1,0.650087135147877,1079
