"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2017","disloc2013","escenario1.y","dsi_E1_E3_pob","pob_total"
"1",25,19,3,0.594,25,3,3,19,0.772061149996527,19421
"2",25,19,3,0.594,25,3,3,19,0.772061149996527,19421
"3",25,19,3,0.594,25,3,3,24,0.772061149996527,791
"4",25,19,3,0.594,25,3,3,24,0.772061149996527,791
"5",NA,NA,9,NA,25,9,3,21,0.610679319069011,5086
"6",NA,NA,7,NA,25,7,4,22,0.943200694813353,954
"7",25,1,2,1,25,2,8,1,1,1151
"8",25,1,2,1,25,2,8,1,1,1151
"9",25,16,23,1,25,23,11,16,1,707
"10",25,16,23,1,25,23,11,16,1,707
"11",25,5,11,0.739,25,11,21,5,0.802765332921366,644
"12",25,4,11,0.739,25,11,21,5,0.802765332921366,644
"13",25,15,19,0.683,25,19,16,15,0.722337196972467,844
"14",25,10,19,0.683,25,19,16,15,0.722337196972467,844
"15",25,10,19,0.683,25,19,16,15,0.722337196972467,844
"16",25,13,18,0.172,25,18,24,13,0.388203437720744,1241
"17",25,13,18,0.172,25,18,24,14,0.388203437720744,428
"18",NA,NA,21,NA,25,21,24,9,0.169511179828735,382
"19",NA,NA,21,NA,25,21,24,12,0.169511179828735,5754
"20",25,12,17,0.22,25,17,13,8,0.313033458995671,1057
"21",25,11,17,0.22,25,17,13,8,0.313033458995671,1057
"22",NA,NA,16,NA,25,16,13,11,0.602562439846827,14490
"23",NA,NA,15,NA,25,15,14,10,0.295376478775226,379
"24",25,2,1,0.713,25,1,1,2,0.750062505208767,1897
"25",25,18,1,0.713,25,1,1,2,0.750062505208767,1897
"26",25,3,10,1,25,10,23,3,1,128
"27",25,3,10,1,25,10,23,3,1,128
"28",25,2,1,0.713,25,1,2,18,0.750062505208767,462
"29",25,18,1,0.713,25,1,2,18,0.750062505208767,462
"30",25,23,6,0.349,25,6,6,23,0.40303047129011,3065
"31",25,23,4,0.456,25,4,6,20,0.463775474135438,889
"32",25,5,11,0.739,25,11,20,4,0.802765332921366,268
"33",25,4,11,0.739,25,11,20,4,0.802765332921366,268
"34",25,5,11,0.739,25,11,20,7,0.802765332921366,384
"35",25,4,11,0.739,25,11,20,7,0.802765332921366,384
"36",25,6,14,0.557,25,14,19,6,0.585643734925922,3658
"37",25,17,24,1,25,24,15,17,1,139
