"","edon.x","disloc2011.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2011.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",3,9,4,0.319,3,4,9,4,0.261352319199881,864
"2",3,11,4,0.319,3,4,9,4,0.261352319199881,864
"3",3,10,2,0.484,3,4,10,4,0.658399338613756,1331
"4",3,9,4,0.319,3,4,11,4,0.261352319199881,988
"5",3,11,4,0.319,3,4,11,4,0.261352319199881,988
"6",3,12,3,0.295,3,4,12,4,0.271406105959547,89
"7",3,15,3,0.295,3,4,12,4,0.271406105959547,89
"8",3,13,1,0.6,3,1,13,1,0.793301512822587,1123
"9",3,14,1,0.6,3,1,13,1,0.793301512822587,1123
"10",3,13,1,0.6,3,3,14,3,0.793301512822587,1871
"11",3,14,1,0.6,3,3,14,3,0.793301512822587,1871
"12",3,12,3,0.295,3,3,15,3,0.271406105959547,302
"13",3,15,3,0.295,3,3,15,3,0.271406105959547,302
"14",3,1,12,0.571,3,12,1,12,0.511591926116348,1400
"15",3,6,12,0.571,3,12,1,12,0.511591926116348,1400
"16",3,2,11,0.431,3,11,2,11,0.428935756111475,505
"17",3,3,15,0.412,3,15,3,15,0.549163710086163,295
"18",3,5,15,0.412,3,15,3,15,0.549163710086163,295
"19",3,3,15,0.412,3,15,5,15,0.549163710086163,704
"20",3,5,15,0.412,3,15,5,15,0.549163710086163,704
"21",3,4,13,0.326,3,13,4,13,0.266992142802655,1407
"22",3,1,12,0.571,3,12,6,12,0.511591926116348,2090
"23",3,6,12,0.571,3,12,6,12,0.511591926116348,2090
"24",3,16,9,0.067,3,9,16,9,0.0623352908219377,1536
"25",3,7,9,0.067,3,9,16,9,0.0623352908219377,1536
"26",3,16,9,0.067,3,9,7,9,0.0623352908219377,18276
"27",3,7,9,0.067,3,9,7,9,0.0623352908219377,18276
"28",3,8,5,0.15,3,5,8,5,0.197824953097145,2635
