"","edon.x","disloc2013.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2015","disloc2013.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",23,7,7,1,23,11,7,3,1,9704,0
"2",23,3,3,1,23,13,3,1,1,3202,0
"3",23,5,5,1,23,13,5,4,1,3811,0
"4",23,4,4,1,23,12,4,3,1,1031,0
"5",23,6,6,1,23,11,6,8,1,908,0
"6",23,8,8,1,23,9,8,5,1,804,0
"7",23,1,1,1,23,10,1,6,1,5649,0
"8",23,11,11,1,23,6,11,12,1,2264,0
"9",23,9,9,1,23,5,9,9,1,8776,0
"10",23,12,12,1,23,4,12,10,1,3061,0
"11",23,15,15,1,23,4,15,15,1,3243,0
"12",23,13,13,1,23,2,13,14,1,1512,0
"13",23,14,14,1,23,1,14,13,1,3352,0
"14",23,2,2,1,23,14,2,2,1,11481,0
"15",23,10,10,1,23,5,10,11,1,1211,0
