"","edon.x","disloc2012.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2012.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",4,2,9,0.333,4,11,2,11,0.273391943220928,730,0.059608056779072
"2",4,1,9,0.333,4,11,2,11,0.273391943220928,730,0.059608056779072
"3",4,5,9,0.333,4,11,2,11,0.273391943220928,730,0.059608056779072
"4",4,2,9,0.333,4,11,1,11,0.273391943220928,1276,0.059608056779072
"5",4,1,9,0.333,4,11,1,11,0.273391943220928,1276,0.059608056779072
"6",4,5,9,0.333,4,11,1,11,0.273391943220928,1276,0.059608056779072
"7",4,7,7,0.308,4,7,7,7,0.581423764497998,7054,0.273423764497998
"8",4,3,7,0.308,4,7,7,7,0.581423764497998,7054,0.273423764497998
"9",4,7,7,0.308,4,7,3,7,0.581423764497998,2817,0.273423764497998
"10",4,3,7,0.308,4,7,3,7,0.581423764497998,2817,0.273423764497998
"11",4,2,9,0.333,4,9,5,9,0.273391943220928,753,0.059608056779072
"12",4,1,9,0.333,4,9,5,9,0.273391943220928,753,0.059608056779072
"13",4,5,9,0.333,4,9,5,9,0.273391943220928,753,0.059608056779072
"14",4,4,13,0.955,4,6,4,6,0.97174064730825,1182,0.0167406473082501
"15",4,6,6,0.387,4,9,6,9,0.382066863582488,2902,0.00493313641751203
"16",4,17,1,0.7,4,1,17,1,0.697113206770168,2181,0.00288679322983199
"17",4,19,3,0.632,4,3,19,3,0.640129437220998,754,0.00812943722099801
"18",4,11,14,0.409,4,15,11,15,0.494925538961178,7130,0.085925538961178
"19",4,10,19,0.688,4,15,10,15,0.704934027132503,3472,0.016934027132503
"20",4,9,17,0.958,4,12,9,12,0.972933745464319,1834,0.014933745464319
"21",4,8,18,0.92,4,17,8,17,0.932331598246109,1002,0.012331598246109
"22",4,12,16,0.356,4,14,12,14,0.276773739270386,3209,0.079226260729614
"23",4,20,16,0.356,4,14,12,14,0.276773739270386,3209,0.079226260729614
"24",4,12,16,0.356,4,14,20,14,0.276773739270386,1589,0.079226260729614
"25",4,20,16,0.356,4,14,20,14,0.276773739270386,1589,0.079226260729614
"26",4,14,4,1,4,4,14,4,1,3519,0
"27",4,15,11,0.92,4,21,15,21,0.944167178856792,951,0.024167178856792
"28",4,16,12,0.217,4,20,16,20,0.2773960619652,2002,0.0603960619652
"29",4,21,21,1,4,18,21,18,1,2711,0
"30",4,18,2,0.914,4,2,18,2,0.866236398797735,2426,0.0477636012022651
"31",4,13,20,1,4,19,13,19,1,3785,0
