"","edon.x","disloc2013.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2016","disloc2013.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",32,14,7,0.507,32,14,14,1,0.560451166367598,409,0.0534511663675979
"2",32,15,7,0.507,32,14,14,1,0.560451166367598,409,0.0534511663675979
"3",32,14,7,0.507,32,14,15,1,0.560451166367598,714,0.0534511663675979
"4",32,15,7,0.507,32,14,15,1,0.560451166367598,714,0.0534511663675979
"5",32,3,14,0.278,32,2,3,15,0.404537829685691,5243,0.126537829685691
"6",32,1,14,0.278,32,2,3,15,0.404537829685691,5243,0.126537829685691
"7",32,2,14,0.278,32,2,3,15,0.404537829685691,5243,0.126537829685691
"8",32,12,17,0.881,32,16,12,16,0.84947877764427,1158,0.03152122235573
"9",32,18,15,0.912,32,12,18,18,0.8086423323885,904,0.1033576676115
"10",32,6,6,0.279,32,11,6,2,0.241001231021748,1140,0.037998768978252
"11",32,16,18,1,32,17,16,14,1,697,0
"12",32,11,12,0.305,32,7,11,8,0.23529370259305,3622,0.06970629740695
"13",32,8,10,0.367,32,5,8,8,0.312971196597719,871,0.054028803402281
"14",32,17,16,0.878,32,18,17,18,0.823057835464783,1289,0.0549421645352171
"15",32,10,2,0.426,32,13,10,4,0.419911520943777,584,0.00608847905622301
"16",32,4,8,0.717,32,3,4,13,0.849522116025784,2266,0.132522116025784
"17",32,5,8,0.717,32,3,4,13,0.849522116025784,2266,0.132522116025784
"18",32,4,8,0.717,32,3,5,13,0.849522116025784,3198,0.132522116025784
"19",32,5,8,0.717,32,3,5,13,0.849522116025784,3198,0.132522116025784
"20",32,7,5,0.427,32,10,7,15,0.532012858876609,3573,0.105012858876609
"21",32,9,3,0.708,32,9,9,3,0.766457140196489,2608,0.0584571401964891
"22",32,13,1,1,32,15,13,5,1,1482,0
"23",32,3,14,0.278,32,2,1,10,0.404537829685691,876,0.126537829685691
"24",32,1,14,0.278,32,2,1,10,0.404537829685691,876,0.126537829685691
"25",32,2,14,0.278,32,2,1,10,0.404537829685691,876,0.126537829685691
"26",32,3,14,0.278,32,2,2,10,0.404537829685691,1497,0.126537829685691
"27",32,1,14,0.278,32,2,2,10,0.404537829685691,1497,0.126537829685691
"28",32,2,14,0.278,32,2,2,10,0.404537829685691,1497,0.126537829685691
