"","edon.x","disloc2015.x","escenario3","dsi_SQ_E3_sec","edon.y","disloc2018","disloc2015.y","escenario1","dsi_SQ_E3_pob","pob_total","dif"
"1",24,4,1,1,24,4,4,4,1,1602,0
"2",24,11,3,0.688,24,11,11,7,0.762206775246503,369,0.0742067752465031
"3",24,14,4,1,24,14,14,5,1,3325,0
"4",24,2,2,0.717,24,3,2,4,0.801942632523428,301,0.084942632523428
"5",24,3,2,0.717,24,3,2,4,0.801942632523428,301,0.084942632523428
"6",24,1,5,0.891,24,1,1,3,0.918786648877129,1625,0.027786648877129
"7",24,2,2,0.717,24,3,3,7,0.801942632523428,240,0.084942632523428
"8",24,3,2,0.717,24,3,3,7,0.801942632523428,240,0.084942632523428
"9",24,10,6,0.588,24,10,10,2,0.718862664932169,1932,0.130862664932169
"10",24,12,15,1,24,12,12,9,1,10243,0
"11",24,13,14,1,24,13,13,6,1,1417,0
"12",24,5,10,0.229,24,2,5,14,0.123915011122191,13064,0.105084988877809
"13",24,6,10,0.229,24,2,5,14,0.123915011122191,13064,0.105084988877809
"14",24,7,8,0.325,24,5,7,14,0.256154047934615,2032,0.068845952065385
"15",24,9,8,0.325,24,5,7,14,0.256154047934615,2032,0.068845952065385
"16",24,5,10,0.229,24,2,6,11,0.123915011122191,1448,0.105084988877809
"17",24,6,10,0.229,24,2,6,11,0.123915011122191,1448,0.105084988877809
"18",24,8,11,0.864,24,8,8,15,0.827172423985766,362,0.036827576014234
"19",24,15,7,1,24,15,15,6,1,1116,0
"20",24,7,8,0.325,24,5,9,11,0.256154047934615,962,0.068845952065385
"21",24,9,8,0.325,24,5,9,11,0.256154047934615,962,0.068845952065385
