"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2016","disloc2013","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",32,1,7,1,32,14,14,1,1,409,0
"2",32,1,7,1,32,14,14,1,1,409,0
"3",32,4,2,1,32,13,14,4,1,902,0
"4",32,15,14,0.611,32,2,3,15,0.464968421052632,5243,0.146031578947368
"5",32,10,14,0.611,32,2,3,15,0.464968421052632,5243,0.146031578947368
"6",32,10,14,0.611,32,2,3,15,0.464968421052632,5243,0.146031578947368
"7",32,16,17,0.881,32,16,12,16,0.84947877764427,1158,0.03152122235573
"8",32,18,15,0.429,32,12,18,18,0.27626118054101,904,0.15273881945899
"9",32,2,6,0.567,32,11,6,2,0.654939538643156,1140,0.0879395386431561
"10",32,14,18,0.646,32,17,16,14,0.623205171136615,697,0.022794828863385
"11",32,8,12,0.315,32,7,11,8,0.247482281346247,3622,0.067517718653753
"12",32,8,10,0.297,32,5,8,9,0.278799174701059,8803,0.018200825298941
"13",32,8,12,0.315,32,7,11,7,0.247482281346247,2814,0.067517718653753
"14",NA,NA,4,NA,32,8,6,6,0.653559745179063,1140,NA
"15",32,13,8,0.349,32,3,4,13,0.445625893890894,2266,0.096625893890894
"16",32,13,8,0.349,32,3,4,13,0.445625893890894,2266,0.096625893890894
"17",32,13,8,0.349,32,3,5,12,0.445625893890894,2074,0.096625893890894
"18",32,13,8,0.349,32,3,5,12,0.445625893890894,2074,0.096625893890894
"19",32,3,3,1,32,9,9,3,1,2608,0
"20",32,18,16,0.335,32,18,17,17,0.371918701892344,1039,0.036918701892344
"21",32,15,14,0.611,32,2,3,10,0.464968421052632,1352,0.146031578947368
"22",32,10,14,0.611,32,2,3,10,0.464968421052632,1352,0.146031578947368
"23",32,10,14,0.611,32,2,3,10,0.464968421052632,1352,0.146031578947368
"24",32,5,1,1,32,15,13,5,1,1482,0
"25",NA,NA,13,NA,32,1,2,11,0.849339941043278,1168,NA
