"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2017","disloc2015","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",26,3,3,0.909,26,6,6,3,0.950071293868727,1735,0.041071293868727
"2",26,3,3,0.909,26,6,6,3,0.950071293868727,1735,0.041071293868727
"3",26,3,3,0.909,26,6,6,3,0.950071293868727,1735,0.041071293868727
"4",26,4,4,1,26,7,7,4,1,1617,0
"5",26,2,2,1,26,3,3,2,1,1190,0
"6",26,14,14,0.988,26,6,6,14,0.983348210933785,2356,0.004651789066215
"7",NA,NA,15,NA,26,4,4,15,1,2916,NA
"8",26,3,3,0.909,26,18,18,1,0.950071293868727,489,0.041071293868727
"9",26,3,3,0.909,26,18,18,1,0.950071293868727,489,0.041071293868727
"10",26,3,3,0.909,26,18,18,1,0.950071293868727,489,0.041071293868727
"11",26,8,8,1,26,8,8,8,1,8715,0
"12",26,7,7,1,26,8,8,7,1,5008,0
"13",26,7,7,1,26,8,8,7,1,5008,0
"14",26,5,5,1,26,8,8,5,1,2959,0
"15",NA,NA,10,NA,26,10,10,10,1,1017,NA
"16",26,9,9,1,26,9,9,9,1,2040,0
"17",NA,NA,6,NA,26,11,11,6,1,15592,NA
"18",26,16,16,1,26,2,2,16,1,5220,0
"19",26,16,16,1,26,2,2,16,1,5220,0
"20",NA,NA,17,NA,26,1,1,17,1,510,NA
"21",26,18,18,1,26,14,14,18,1,330,0
"22",26,12,12,1,26,18,18,12,1,2398,0
"23",26,12,12,1,26,18,18,12,1,2398,0
"24",26,13,13,1,26,17,17,13,1,1400,0
"25",NA,NA,11,NA,26,16,16,11,1,17555,NA
"26",26,19,19,1,26,13,13,19,1,5920,0
"27",26,20,20,1,26,20,20,20,1,1967,0
"28",26,21,21,1,26,19,19,21,1,2627,0
