"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2018","disloc2012","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",22,14,14,1,22,14,8,14,1,1355,0
"2",22,3,3,1,22,3,15,3,1,1809,0
"3",22,1,1,1,22,1,14,1,1,3080,0
"4",22,2,2,1,22,2,13,2,1,1930,0
"5",22,9,9,1,22,9,7,9,1,4952,0
"6",NA,NA,12,NA,22,12,7,12,1,3598,NA
"7",22,4,4,1,22,4,12,4,1,3467,0
"8",22,15,15,1,22,15,11,15,1,2308,0
"9",22,15,15,1,22,15,11,15,1,2308,0
"10",22,6,6,1,22,6,3,6,1,4632,0
"11",NA,NA,10,NA,22,10,3,10,1,2716,NA
"12",22,7,7,1,22,7,4,7,1,2479,0
"13",22,7,7,1,22,7,4,7,1,2479,0
"14",22,7,7,1,22,7,4,7,1,2479,0
"15",NA,NA,8,NA,22,8,4,8,1,7524,NA
"16",22,5,5,1,22,5,4,5,1,1113,0
"17",22,11,11,1,22,11,5,11,1,1848,0
"18",22,13,13,1,22,13,10,13,1,2507,0
