"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2018","disloc2012","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",4,9,11,0.5,4,11,2,9,0.452499340791803,730,0.047500659208197
"2",4,9,11,0.5,4,11,2,9,0.452499340791803,730,0.047500659208197
"3",NA,NA,5,NA,4,5,2,10,1,14373,NA
"4",4,7,7,0.5,4,7,7,7,0.72333054052218,7054,0.22333054052218
"5",4,7,7,0.5,4,7,7,7,0.72333054052218,7054,0.22333054052218
"6",NA,NA,8,NA,4,8,3,5,0.79472538787354,1330,NA
"7",4,9,9,0.538,4,9,5,6,0.707909528907923,1229,0.169909528907923
"8",4,6,9,0.538,4,9,5,6,0.707909528907923,1229,0.169909528907923
"9",4,13,6,0.957,4,6,5,13,0.966488561498158,1053,0.00948856149815802
"10",NA,NA,10,NA,4,10,5,12,0.304644037042743,1147,NA
"11",NA,NA,10,NA,4,10,6,8,0.304644037042743,348,NA
"12",4,1,1,0.733,4,1,17,1,0.735432195363011,2181,0.00243219536301098
"13",4,3,3,0.649,4,3,19,3,0.664225899105951,754,0.015225899105951
"14",4,1,1,0.733,4,1,17,2,0.735432195363011,1908,0.00243219536301098
"15",4,14,15,0.381,4,15,11,14,0.519663887217399,7130,0.138663887217399
"16",4,19,15,0.381,4,15,11,14,0.519663887217399,7130,0.138663887217399
"17",4,14,15,0.381,4,15,11,19,0.519663887217399,6256,0.138663887217399
"18",4,19,15,0.381,4,15,11,19,0.519663887217399,6256,0.138663887217399
"19",4,17,12,0.6,4,12,9,17,0.66641079065687,1834,0.0664107906568701
"20",4,18,17,0.439,4,17,8,18,0.51817551394761,1002,0.07917551394761
"21",NA,NA,13,NA,4,13,11,15,1,8216,NA
"22",4,16,14,0.931,4,14,12,16,1,3209,0.069
"23",4,16,14,0.931,4,14,12,16,1,3209,0.069
"24",4,4,4,1,4,4,14,4,1,3519,0
"25",4,11,21,0.852,4,21,15,11,0.924239507123604,951,0.0722395071236041
"26",4,21,18,1,4,18,21,21,1,2711,0
"27",4,20,19,1,4,19,13,20,1,3785,0
