"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2017","disloc2005","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",18,1,1,0.644,18,1,18,1,0.640300639459597,767,0.00369936054040299
"2",18,2,1,0.644,18,1,18,1,0.640300639459597,767,0.00369936054040299
"3",18,17,18,0.831,18,16,7,17,0.877237433592154,835,0.046237433592154
"4",18,17,18,0.831,18,16,7,17,0.877237433592154,835,0.046237433592154
"5",18,12,3,1,18,18,14,12,1,23216,0
"6",NA,NA,4,NA,18,17,14,11,1,1053,NA
"7",18,16,13,0.653,18,15,8,16,0.666161150875204,1166,0.013161150875204
"8",18,16,13,0.653,18,15,8,15,0.666161150875204,854,0.013161150875204
"9",18,10,17,0.337,18,13,7,18,0.325859071650896,576,0.011140928349104
"10",18,1,1,0.644,18,1,16,2,0.640300639459597,1308,0.00369936054040299
"11",18,2,1,0.644,18,1,16,2,0.640300639459597,1308,0.00369936054040299
"12",18,18,12,0.333,18,3,16,3,0.261293482470328,2193,0.071706517529672
"13",18,13,14,0.537,18,10,9,13,0.533848363294211,2597,0.003151636705789
"14",18,10,17,0.337,18,13,3,10,0.325859071650896,2125,0.011140928349104
"15",18,14,16,0.824,18,5,10,14,0.834509246088193,1064,0.010509246088193
"16",18,14,16,0.824,18,5,10,14,0.834509246088193,1064,0.010509246088193
"17",18,14,16,0.824,18,5,10,14,0.834509246088193,1064,0.010509246088193
"18",18,8,11,0.329,18,6,5,8,0.230493412554895,1533,0.098506587445105
"19",18,9,11,0.329,18,6,5,8,0.230493412554895,1533,0.098506587445105
"20",18,9,9,0.378,18,9,5,9,0.337183383991895,4875,0.040816616008105
"21",NA,NA,10,NA,18,11,3,7,0.471899947430835,1986,NA
"22",18,4,8,0.925,18,8,2,4,0.926167386521066,2510,0.00116738652106596
"23",NA,NA,7,NA,18,12,1,6,0.56176041817155,404,NA
"24",NA,NA,7,NA,18,12,3,5,0.56176041817155,3698,NA
