"","edon.x","disloc2015.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2015.y","escenario3","dsi_SQ_E1_pob","pob_total","dif"
"1",19,20,3,0.68,19,20,20,1,0.645636113895386,1144,0.034363886104614
"2",19,22,1,0.432,19,21,22,2,0.401534367462934,767,0.030465632537066
"3",19,21,1,0.432,19,21,22,2,0.401534367462934,767,0.030465632537066
"4",19,24,2,0.431,19,26,24,4,0.544359356056537,7095,0.113359356056537
"5",19,22,1,0.432,19,21,21,2,0.401534367462934,16,0.030465632537066
"6",19,21,1,0.432,19,21,21,2,0.401534367462934,16,0.030465632537066
"7",19,16,10,0.42,19,5,16,12,0.244848119393985,3790,0.175151880606015
"8",19,26,4,0.645,19,26,26,4,0.549303618323575,2174,0.095696381676425
"9",19,25,4,0.645,19,26,26,4,0.549303618323575,2174,0.095696381676425
"10",19,23,25,0.239,19,23,23,5,0.488332268948407,2417,0.249332268948407
"11",19,18,23,0.875,19,18,18,25,0.826603047810688,2003,0.0483969521893119
"12",19,17,13,0.585,19,25,17,15,0.412323656620095,4598,0.172676343379905
"13",19,15,5,0.505,19,12,15,7,0.636562706377147,284,0.131562706377147
"14",19,12,5,0.505,19,12,15,7,0.636562706377147,284,0.131562706377147
"15",19,15,5,0.505,19,12,12,7,0.636562706377147,526,0.131562706377147
"16",19,12,5,0.505,19,12,12,7,0.636562706377147,526,0.131562706377147
"17",19,14,8,0.457,19,14,14,10,0.445266217302579,6041,0.011733782697421
"18",19,13,6,0.361,19,15,13,8,0.2846813755105,1708,0.0763186244895
"19",19,26,4,0.645,19,24,25,3,0.549303618323575,1477,0.095696381676425
"20",19,25,4,0.645,19,24,25,3,0.549303618323575,1477,0.095696381676425
"21",19,3,19,0.166,19,11,3,19,0.110245452275581,1117,0.055754547724419
"22",19,5,20,0.438,19,4,5,20,0.461993538901613,1519,0.023993538901613
"23",19,4,20,0.438,19,4,5,20,0.461993538901613,1519,0.023993538901613
"24",19,5,20,0.438,19,4,4,20,0.461993538901613,1476,0.023993538901613
"25",19,4,20,0.438,19,4,4,20,0.461993538901613,1476,0.023993538901613
"26",19,6,18,0.345,19,6,6,18,0.397590811766151,137,0.052590811766151
"27",19,7,18,0.345,19,6,6,18,0.397590811766151,137,0.052590811766151
"28",19,8,18,0.345,19,6,6,18,0.397590811766151,137,0.052590811766151
"29",19,6,18,0.345,19,6,7,18,0.397590811766151,295,0.052590811766151
"30",19,7,18,0.345,19,6,7,18,0.397590811766151,295,0.052590811766151
"31",19,8,18,0.345,19,6,7,18,0.397590811766151,295,0.052590811766151
"32",19,6,18,0.345,19,6,8,18,0.397590811766151,750,0.052590811766151
"33",19,7,18,0.345,19,6,8,18,0.397590811766151,750,0.052590811766151
"34",19,8,18,0.345,19,6,8,18,0.397590811766151,750,0.052590811766151
"35",19,1,16,0.442,19,1,1,16,0.542779948768768,2276,0.100779948768768
"36",19,2,22,0.376,19,2,2,22,0.405726700511172,2853,0.029726700511172
"37",19,11,14,0.47,19,10,11,23,0.485145865364031,1594,0.015145865364031
"38",19,10,14,0.47,19,10,11,23,0.485145865364031,1594,0.015145865364031
"39",19,11,14,0.47,19,10,10,23,0.485145865364031,2171,0.015145865364031
"40",19,10,14,0.47,19,10,10,23,0.485145865364031,2171,0.015145865364031
"41",19,9,15,0.745,19,9,9,24,0.779926156775697,1833,0.034926156775697
"42",19,19,24,0.847,19,19,19,26,0.851220139606468,8475,0.00422013960646805
