"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,17,9,9,2107,1,1,0,1,1,0,1,0,142275,1777227,0,1.25347323608695,1.04095765243367,9,0.554,0.411,0.589,0.232,0,0.95,0.05,9,0.462
12,2,17,4,13,2745,11,11,0,1,1,0,0,0,149549,1777227,0,1.12714857053704,0.990325913245826,17,0.619,0.381,0.619,0.175,0.3,0.3,0.4,17,0.614
24,3,17,11,18,3542,2,2,1,0,0,0,0,0,145335,1777227,0,0.950113389595101,1.0190404926549,11,0.594,0.468,0.533,0.208,0.182,0.636,0.182,11,0.633
44,4,17,10,16,1941,3,3,1,0,0,0,0,0,157246,1777227,0,1.2348028180757,0.941850667107589,16,0.509,0.442,0.557,0.192,0.25,0.5,0.25,16,0.477
86,5,17,9,8,1071,4,1,1,0,0,0,1,0,142275,1777227,0,0.858571233952759,1.04095765243367,9,0.554,0.39,0.611,0.208,0.053,0.947,0,9,0.462
97,6,17,4,14,5717,12,12,1,0,0,0,0,0,149549,1777227,0,0.959727379355482,0.990325913245826,14,0.63,0.896,0.104,0.042,0,0,1,14,0.53
136,6,17,7,15,1380,12,12,1,0,0,0,0,0,151267,1777227,0,1.38439194241914,0.979078384578262,14,0.63,0.872,0.128,0.043,0,0.375,0.625,14,0.53
188,7,17,2,1,4047,10,9,0,1,1,1,0,0,152612,1777227,0,0.839132380895722,0.97044957146227,4,0.382,0.733,0.266,0.083,1,0,0,4,0.409
194,7,17,1,2,4773,8,8,1,0,0,1,0,0,152413,1777227,0,0.886118191173655,0.971716651466738,2,0.395,1,0,0,1,0,0,2,0.326
244,7,17,2,3,1242,10,9,1,0,0,0,0,0,152612,1777227,0,1.65606899250811,0.97044957146227,4,0.382,0.961,0.04,0.02,0.947,0.053,0,4,0.409
327,7,17,2,4,936,10,9,1,0,0,1,0,0,152612,1777227,0,0.96524424023202,0.97044957146227,4,0.382,1,0,0,0.938,0,0.062,4,0.409
391,8,17,8,5,5445,5,4,0,1,1,0,0,0,140464,1777227,0,0.545520428158887,1.05437870201618,8,0.331,0.826,0.174,0.087,0.2,0,0.8,8,0.28
431,11,17,6,6,1865,6,6,1,0,0,0,0,0,147425,1777227,0,1.15129236629353,1.0045938612854,6,0.344,1,0,0,0.6,0,0.4,6,0.483
448,11,17,6,7,3503,6,6,1,0,0,0,0,0,147425,1777227,0,0.87409994452117,1.0045938612854,6,0.344,0.947,0.052,0.026,0.75,0,0.25,6,0.483
501,12,17,11,11,2087,1,2,0,1,1,0,0,0,145335,1777227,0,1.14342597954063,1.0190404926549,11,0.594,0.493,0.507,0.151,0,1,0,11,0.633
569,16,17,4,17,2583,11,11,0,1,1,0,1,0,149549,1777227,0,1.07426730062707,0.990325913245826,17,0.619,0.357,0.643,0.232,0,0.75,0.25,17,0.614
670,20,17,3,12,2222,9,10,0,1,1,0,0,1,152397,1777227,0,0.943548798124399,0.971818670971213,13,0.171,0.532,0.468,0.194,0,0.3,0.7,13,0.174
707,24,17,10,10,2263,3,3,0,1,1,0,0,1,157246,1777227,0,1.17291525598229,0.941850667107589,16,0.509,0.508,0.493,0.185,0,0.667,0.333,16,0.477
