"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2015","RRI_2018","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,6,6,1,5884,15,11,1,0,0,1,0,0,43387,650555,0,1.00255665006411,0.93713986908521,15,0.95,0.667,0.334,0.167,0.833,0.167,0,15,0.931
3,1,6,2,2,1916,16,12,1,0,0,1,0,0,43224,650555,0,0.913126291322314,0.940673873311124,16,0.748,1,0,0,0.793,0.207,0,16,0.8
22,1,6,6,1,950,14,11,1,0,0,0,0,0,43387,650555,0,1.00255665006411,0.93713986908521,15,0.95,0.667,0.334,0.167,0.833,0.167,0,15,0.931
33,1,6,1,2,1493,13,9,1,0,0,1,0,0,43974,650555,0,0.913126291322314,0.924630179196798,13,0.441,1,0,0,0.793,0.207,0,13,0.429
92,2,6,4,4,2841,1,14,0,1,1,1,0,0,40133,650555,0,0.976105809626695,1.01312355169063,1,0.36,0.212,0.788,0.273,0.667,0.333,0,1,0.371
108,3,6,5,5,1740,2,13,1,0,0,1,0,0,39538,650555,0,0.899152753206546,1.02836985937579,3,0.34,0.444,0.555,0.194,0.417,0.583,0,3,0.35
138,5,6,7,7,7725,4,15,1,0,0,0,1,0,39791,650555,0,0.958683568329718,1.02183125581162,3,0.241,1,0,0,0.846,0.154,0,3,0.267
140,5,6,7,4,5100,3,15,0,1,1,0,0,0,39791,650555,0,0.976105809626695,1.02183125581162,3,0.241,0.212,0.788,0.273,0.667,0.333,0,3,0.267
153,5,6,8,7,1436,5,16,1,0,0,1,0,0,39932,650555,0,0.958683568329718,1.0182231668837,5,1,1,0,0,0.846,0.154,0,5,1
191,7,6,16,3,1559,12,7,1,0,0,0,1,0,39579,650555,0,0.963568203900751,1.02730456807903,12,1,0.344,0.656,0.125,0.174,0.826,0,12,1
200,8,6,13,13,463,8,4,0,1,1,0,0,0,40060,650555,0,1.02800585305421,1.01496973290065,8,0.548,0.857,0.142,0.071,0.867,0.133,0,8,0.529
213,8,6,13,13,1344,7,4,1,0,0,0,0,0,40060,650555,0,1.02800585305421,1.01496973290065,8,0.548,0.857,0.142,0.071,0.867,0.133,0,8,0.529
234,8,6,14,11,2523,6,2,0,1,1,1,0,0,39737,650555,0,0.933610881495258,1.02321985806679,7,0.282,0.471,0.529,0.176,0.8,0.2,0,7,0.295
244,8,6,12,14,6988,9,3,1,0,0,1,0,0,39271,650555,0,0.899749668068157,1.03536165363754,9,0.928,0.107,0.893,0.286,0.438,0.562,0,9,0.714
277,10,6,10,10,4006,10,6,0,1,1,0,1,0,39127,650555,0,1.15609006255331,1.03917211899711,10,1,0.44,0.56,0.24,0.176,0.824,0,10,1
298,10,6,15,9,1725,11,8,0,1,1,0,1,0,39314,650555,0,1.15108250997933,1.03422921859897,11,1,0.351,0.648,0.297,0.087,0.913,0,11,1
