"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,4,11,2,730,9,11,1,0,0,0,1,0,38604,794284,0,0.990884378691876,0.979770169387826,9,0.452,1,0,0,0.273,0.727,0,9,0.5
4,1,4,5,2,14373,10,5,1,0,0,0,0,0,37942,794284,0,0.990884378691876,0.996864889016067,10,1,1,0,0,0.273,0.727,0,10,1
17,1,4,7,7,7054,7,7,0,1,1,1,0,0,38556,794284,0,0.812019313833436,0.980989926834931,7,0.723,0.12,0.88,0.16,0.214,0.786,0,7,0.5
42,1,4,8,3,1330,5,8,1,0,0,0,1,0,38563,794284,0,1.00767410734108,0.980811856418007,5,0.795,1,0,0,0,1,0,5,0.7
53,1,4,9,5,1229,6,9,1,0,0,0,1,0,38322,794284,0,1.07409120290361,0.986980001540828,6,0.708,0.92,0.08,0.04,0.045,0.955,0,6,0.538
56,1,4,6,5,1053,13,6,1,0,0,0,1,0,38554,794284,0,1.07409120290361,0.981040815973637,13,0.966,0.92,0.08,0.04,0.045,0.955,0,13,0.957
89,1,4,10,5,1147,12,10,1,0,0,0,1,0,38182,794284,0,1.07409120290361,0.990598910980242,12,0.305,0.92,0.08,0.04,0.045,0.955,0,12,0.326
136,1,4,10,6,348,8,10,0,1,0,0,1,0,38182,794284,0,0.897940449623655,0.990598910980242,12,0.305,0.29,0.709,0.161,0.053,0.947,0,12,0.326
147,2,4,1,17,2181,1,1,0,1,1,0,1,0,41458,794284,0,0.955199828750855,0.912322051692016,1,0.735,0.484,0.516,0.226,0.062,0.938,0,1,0.733
157,2,4,3,19,754,3,3,0,1,0,0,1,0,39946,794284,0,0.904706092736805,0.946854443975557,3,0.664,0.222,0.778,0.167,0.067,0.933,0,3,0.649
172,2,4,1,17,1908,2,1,0,1,0,0,1,0,41458,794284,0,0.955199828750855,0.912322051692016,1,0.735,0.484,0.516,0.226,0.062,0.938,0,1,0.733
183,3,4,15,11,7130,14,15,1,0,0,1,0,0,31311,794284,0,1.08010302184727,1.20797954773235,19,0.52,1,0,0,0.667,0.333,0,19,0.571
184,3,4,15,11,6256,19,15,1,0,0,1,0,0,31311,794284,0,1.08010302184727,1.20797954773235,19,0.52,1,0,0,0.667,0.333,0,19,0.571
187,3,4,12,9,1834,17,12,1,0,0,1,0,0,38775,794284,0,1.04489329849847,0.975449326087624,17,0.666,1,0,0,0.85,0.15,0,17,0.6
216,3,4,17,8,1002,18,17,1,0,0,1,0,0,37573,794284,0,1.04023783330714,1.00665498147733,14,0.518,1,0,0,0.947,0.053,0,14,0.562
230,3,4,13,11,8216,15,13,1,0,0,0,1,0,18832,794284,0,1.08010302184727,2.00844560424,15,1,1,0,0,0.667,0.333,0,15,1
250,3,4,14,12,3209,16,14,0,1,1,1,0,0,36484,794284,0,1.89351928005245,1.03670232482863,16,1,0.308,0.692,0.154,0.3,0.7,0,16,1
273,10,4,4,14,3519,4,4,0,1,0,0,0,0,37535,794284,0,1.00767410734108,1.00767410734108,4,1,0.129,0.871,0.032,0.444,0.556,0,4,1
303,4,4,21,15,951,11,21,1,0,0,0,1,0,41552,794284,0,0.929884391371791,0.910258173350203,11,0.924,0.63,0.37,0.074,0.05,0.95,0,11,0.852
356,9,4,18,21,2711,21,18,0,1,0,0,1,0,42508,794284,0,0.889786572387494,0.889786572387494,21,1,0,1,0.037,0.133,0.867,0,21,1
448,9,4,19,13,3785,20,19,0,1,1,0,1,0,42764,794284,0,0.884460004186877,0.884460004186877,20,1,0.581,0.42,0.097,0.125,0.875,0,20,1
