"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2011","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","mc_iee1","morena_clv1","morena_iee1","prd_clv1","prd_iee1","pri_clv1","pt_clv1","mc_clv2","morena_clv2","panal_clv2","pan_clv2","pes_clv2","ph_iee2","prd_clv2","pri_clv2","prs_iee2","pt_clv2","pvem_clv2","esc1_mcCLV1","esc1_mcIEE1","esc1_morCLV1","esc1_morIEE1","esc1_prdCLV1","esc1_prdIEE1","esc1_priCLV1","esc1_ptCLV1","esc2_mcCLV2","esc2_morCLV2","esc2_panalCLV2","esc2_panCLV2","esc2_pesCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priCLV2","esc2_prsIEE2","esc2_ptCLV2","esc2_pvemCLV2","E1","dsiE1_E3"
249,3,3,"bcs",1,2,2,1,16,4,245,3,3,16,16,16,13,13,13,13,13,13,7,13,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
250,3,3,"bcs",1,2,2,1,16,4,246,3,3,16,16,16,12,12,12,12,12,12,7,12,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
251,3,3,"bcs",1,2,2,1,16,4,247,3,3,16,16,16,13,13,13,13,13,13,7,13,14,14,13,13,13,13,13,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
254,3,3,"bcs",1,2,2,2,12,4,248,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
255,3,3,"bcs",1,2,1,2,12,4,249,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
256,3,3,"bcs",1,2,1,1,15,5,250,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
257,3,3,"bcs",1,2,1,1,15,5,251,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
258,3,3,"bcs",1,2,1,1,15,5,252,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
259,3,3,"bcs",1,2,1,1,15,5,253,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
260,3,3,"bcs",1,2,1,1,15,5,254,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
261,3,3,"bcs",1,2,1,1,15,5,255,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
262,3,3,"bcs",1,2,1,1,15,5,256,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
263,3,3,"bcs",1,2,1,1,15,5,257,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
264,3,3,"bcs",1,2,1,1,15,5,258,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
265,3,3,"bcs",1,2,1,1,15,5,259,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
266,3,3,"bcs",1,2,1,1,15,5,260,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
267,3,3,"bcs",1,2,1,2,12,6,261,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
268,3,3,"bcs",1,2,2,2,12,6,262,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
269,3,3,"bcs",1,2,2,2,12,6,263,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
270,3,3,"bcs",1,2,2,2,12,6,264,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
271,3,3,"bcs",1,2,2,2,12,6,265,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
272,3,3,"bcs",1,2,2,2,12,6,266,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
273,3,3,"bcs",1,2,2,2,12,6,267,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
274,3,3,"bcs",1,2,1,2,12,6,268,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
276,3,3,"bcs",1,2,2,2,12,6,269,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
277,3,3,"bcs",1,2,2,2,12,6,270,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
278,3,3,"bcs",1,2,2,2,12,6,271,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
279,3,3,"bcs",1,2,2,2,12,6,272,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
280,3,3,"bcs",1,2,2,2,12,6,273,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
281,3,3,"bcs",1,2,2,2,12,6,274,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
282,3,3,"bcs",1,2,2,2,12,6,275,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
283,3,3,"bcs",1,2,2,2,12,6,276,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
284,3,3,"bcs",1,2,2,2,12,6,277,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
285,3,3,"bcs",1,2,2,2,12,6,278,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
286,3,3,"bcs",1,2,2,2,12,6,279,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
287,3,3,"bcs",1,2,2,2,12,6,280,3,3,12,12,12,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,12,16,16,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12,1
288,3,3,"bcs",1,2,1,1,15,5,281,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
289,3,3,"bcs",1,2,1,1,15,5,282,3,3,15,15,15,11,11,11,11,11,11,8,11,15,15,15,11,11,11,11,15,11,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,15,1
290,4,3,"bcs",1,2,2,2,9,16,283,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
291,4,3,"bcs",1,2,2,2,8,16,284,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
292,4,3,"bcs",1,2,2,2,8,16,285,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
293,4,3,"bcs",1,2,2,2,8,16,286,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
294,4,3,"bcs",1,2,2,2,9,16,287,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
295,4,3,"bcs",1,2,2,2,9,16,288,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
296,4,3,"bcs",1,2,2,2,9,16,289,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
297,4,3,"bcs",1,2,2,2,8,16,290,3,4,8,8,8,8,8,8,8,8,8,15,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
298,4,3,"bcs",1,2,2,2,9,7,291,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
299,4,3,"bcs",1,2,2,2,10,7,292,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,10,1
300,4,3,"bcs",1,2,2,2,10,7,293,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,10,1
302,4,3,"bcs",1,2,2,2,10,7,294,3,4,10,10,10,9,9,9,9,9,9,16,9,10,10,10,9,9,9,9,10,9,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,10,1
303,4,3,"bcs",1,2,2,2,8,7,295,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
304,4,3,"bcs",1,2,2,2,8,7,296,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
305,4,3,"bcs",1,2,2,2,8,7,297,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
306,4,3,"bcs",1,2,2,2,8,7,298,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
307,4,3,"bcs",1,2,2,2,8,7,299,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
308,4,3,"bcs",1,2,2,2,8,7,300,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
309,4,3,"bcs",1,2,2,2,8,7,301,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
310,4,3,"bcs",1,2,2,2,8,7,302,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
311,4,3,"bcs",1,2,2,2,8,7,303,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
312,4,3,"bcs",1,2,2,2,8,7,304,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
313,4,3,"bcs",1,2,2,2,8,7,305,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
314,4,3,"bcs",1,2,2,2,8,7,306,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
315,4,3,"bcs",1,2,2,2,8,7,307,3,4,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1
316,4,3,"bcs",1,2,2,2,9,16,308,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
317,4,3,"bcs",1,2,2,2,5,16,309,3,4,5,5,5,6,6,6,6,6,6,15,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
318,4,3,"bcs",1,2,2,2,5,16,310,3,4,5,5,5,6,6,6,6,6,6,15,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
319,4,3,"bcs",1,2,2,2,5,16,311,3,4,5,5,5,6,6,6,6,6,6,15,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
320,4,3,"bcs",1,2,2,2,5,16,312,3,4,5,5,5,6,6,6,6,6,6,4,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
321,4,3,"bcs",1,2,2,2,5,16,313,3,4,5,5,5,6,6,6,6,6,6,4,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
322,4,3,"bcs",1,2,2,2,5,16,314,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
323,4,3,"bcs",1,2,2,2,5,16,315,3,4,5,5,5,6,6,6,6,6,6,15,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
324,4,3,"bcs",1,2,2,2,5,16,316,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
325,4,3,"bcs",1,2,2,2,5,16,317,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
326,4,3,"bcs",1,2,2,2,5,16,318,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
327,4,3,"bcs",1,2,2,2,5,16,319,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
328,4,3,"bcs",1,2,2,2,5,8,320,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
329,4,3,"bcs",1,2,2,2,5,8,321,3,4,5,5,5,6,6,6,6,6,6,4,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
331,4,3,"bcs",1,2,2,2,5,8,322,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
332,4,3,"bcs",1,2,2,2,6,8,323,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
333,4,3,"bcs",1,2,2,2,5,8,324,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
334,4,3,"bcs",1,2,2,2,9,8,325,3,4,9,9,9,7,7,7,7,7,7,4,7,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
335,4,3,"bcs",1,2,2,2,6,8,326,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
336,4,3,"bcs",1,2,2,2,6,8,327,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
337,5,3,"bcs",2,1,1,1,1,11,328,3,5,4,1,1,2,2,3,3,2,2,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
338,5,3,"bcs",2,1,1,1,1,12,329,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
339,5,3,"bcs",2,1,1,1,1,12,330,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
340,5,3,"bcs",2,1,1,1,1,12,331,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
341,5,3,"bcs",2,1,1,1,1,12,332,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
342,5,3,"bcs",2,1,1,1,1,12,333,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
343,5,3,"bcs",2,1,1,1,1,12,334,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
344,5,3,"bcs",2,1,1,1,1,12,335,3,5,4,1,1,3,3,3,3,3,3,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
345,5,3,"bcs",2,1,1,1,1,12,336,3,5,4,1,1,2,2,3,3,2,2,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
346,5,3,"bcs",2,1,1,1,1,12,337,3,5,4,1,1,2,2,3,3,2,2,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
347,5,3,"bcs",2,1,1,1,1,12,338,3,5,4,1,1,2,2,3,3,2,2,13,3,1,1,1,3,3,3,3,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,3,0.233
348,3,3,"bcs",1,2,1,1,15,5,339,3,3,15,15,15,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
349,3,3,"bcs",1,2,1,1,15,5,340,3,3,15,15,15,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
350,3,3,"bcs",1,2,1,1,15,5,341,3,3,15,15,15,12,12,12,12,12,12,2,12,13,13,16,14,14,14,14,16,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
351,4,3,"bcs",1,2,2,2,6,8,342,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
352,4,3,"bcs",1,2,2,2,6,8,343,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
353,4,3,"bcs",1,2,2,2,9,8,344,3,4,9,9,9,5,5,5,5,5,5,9,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,9,1
354,4,3,"bcs",1,2,2,2,9,8,345,3,4,9,9,9,5,5,5,5,5,5,9,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,9,1
355,4,3,"bcs",1,2,2,2,7,8,346,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
356,4,3,"bcs",1,2,2,2,9,8,347,3,4,9,9,9,5,5,5,5,5,5,9,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,9,1
357,4,3,"bcs",1,2,2,2,6,8,348,3,4,6,6,6,7,7,7,7,7,7,9,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
358,4,3,"bcs",1,2,2,2,6,8,349,3,4,6,6,6,7,7,7,7,7,7,9,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
359,4,3,"bcs",1,2,2,2,6,8,350,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
360,4,3,"bcs",1,2,2,2,6,8,351,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
361,4,3,"bcs",1,2,2,2,6,8,352,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
362,4,3,"bcs",1,2,2,2,6,8,353,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
363,4,3,"bcs",1,2,2,2,6,8,354,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
364,4,3,"bcs",1,2,2,2,6,8,355,3,4,6,6,6,7,7,7,7,7,7,4,7,6,6,6,7,7,7,7,6,7,6,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,6,1
365,4,3,"bcs",1,2,2,2,7,8,356,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
366,4,3,"bcs",1,2,2,2,7,8,357,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
367,4,3,"bcs",1,2,2,2,7,8,358,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
368,4,3,"bcs",1,2,2,2,7,8,359,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
369,4,3,"bcs",1,2,2,2,7,8,360,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
370,4,3,"bcs",1,2,2,2,7,8,361,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
