"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1"
70,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,457,1097,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
71,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,179,1098,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
72,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,170,1099,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
73,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,219,1100,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
74,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,442,1101,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
75,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,545,1102,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
76,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,171,1103,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
77,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,176,1104,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
78,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,721,1105,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
79,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,686,1106,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
80,4,5,"coa",5,4,3,4,"Arteaga",6,5,12,312,1107,5,4,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81
81,5,5,"coa",3,3,3,3,"Candela",16,12,5,448,480,5,5,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
82,5,5,"coa",3,3,3,3,"Candela",16,12,5,424,481,5,5,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
83,5,5,"coa",3,3,3,3,"Candela",16,12,5,246,482,5,5,6,6,5,5,"monclova",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
84,6,5,"coa",5,3,3,2,"Castaños",15,12,6,750,119,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
85,6,5,"coa",5,3,3,2,"Castaños",15,12,6,398,120,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
86,6,5,"coa",5,3,3,2,"Castaños",15,12,6,380,121,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
87,6,5,"coa",5,3,3,2,"Castaños",15,12,6,543,122,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
88,6,5,"coa",5,3,3,2,"Castaños",15,12,6,590,123,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
89,6,5,"coa",5,3,3,2,"Castaños",15,12,6,535,124,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
90,6,5,"coa",5,3,3,2,"Castaños",15,12,6,625,125,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
91,6,5,"coa",5,3,3,2,"Castaños",15,12,6,582,126,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
92,6,5,"coa",5,3,3,2,"Castaños",15,12,6,453,127,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
93,6,5,"coa",5,3,3,2,"Castaños",15,12,6,417,128,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
94,6,5,"coa",5,3,3,2,"Castaños",15,12,6,723,129,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
96,6,5,"coa",5,3,3,2,"Castaños",15,12,6,747,130,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
97,6,5,"coa",5,3,3,2,"Castaños",15,12,6,368,131,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
98,6,5,"coa",5,3,3,2,"Castaños",15,12,6,174,132,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
99,6,5,"coa",5,3,3,2,"Castaños",15,12,6,101,133,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
101,6,5,"coa",5,3,3,2,"Castaños",15,12,6,86,134,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
102,6,5,"coa",5,3,3,2,"Castaños",15,12,6,159,135,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
103,6,5,"coa",5,3,3,2,"Castaños",15,12,6,74,136,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
104,6,5,"coa",5,3,3,2,"Castaños",15,12,6,159,137,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
105,6,5,"coa",5,3,3,2,"Castaños",15,12,6,184,138,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
106,6,5,"coa",5,3,3,2,"Castaños",15,12,6,198,139,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
107,6,5,"coa",5,3,3,2,"Castaños",15,12,6,105,140,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
108,6,5,"coa",5,3,3,2,"Castaños",15,12,6,192,141,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
109,6,5,"coa",5,3,3,2,"Castaños",15,12,6,181,142,5,6,2,2,2,6,"frontera",2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,0.412
110,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,617,322,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
111,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,459,323,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
112,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,600,324,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
113,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,593,325,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
114,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,411,326,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
115,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,414,327,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
116,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,688,328,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
117,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,61,329,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
118,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,82,330,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
119,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,135,331,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
121,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,117,332,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
122,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,151,333,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
123,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,424,334,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
124,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,185,335,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
125,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,132,336,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
126,7,5,"coa",7,2,2,2,"Cuatrociénegas",14,11,4,99,337,5,7,2,2,4,4,"san pedro",3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.412
127,8,5,"coa",3,3,3,3,"Escobedo",16,13,5,221,483,5,8,6,6,5,5,"monclova",5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
128,8,5,"coa",3,3,3,3,"Escobedo",16,13,5,193,484,5,8,6,6,5,5,"monclova",5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
129,8,5,"coa",3,3,3,3,"Escobedo",16,13,5,320,485,5,8,6,6,5,5,"monclova",5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
130,8,5,"coa",3,3,3,3,"Escobedo",16,13,5,521,486,5,8,6,6,5,5,"monclova",5,5,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.556
131,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,570,761,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
132,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,544,762,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
133,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,392,763,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
134,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,516,764,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
135,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,519,765,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
136,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,533,766,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
137,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,450,767,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
138,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,617,768,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
139,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,546,769,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
140,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,603,770,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
141,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,476,771,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
142,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,452,772,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
143,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,716,773,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
144,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,717,774,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
145,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,670,775,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
146,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,505,776,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
147,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,741,777,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
148,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,457,778,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
149,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,206,779,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
150,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,454,780,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
151,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,125,781,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
152,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,623,782,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
153,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,510,783,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
154,9,5,"coa",6,2,2,2,"Fco. I. Madero",13,10,7,581,784,5,9,3,3,8,7,"matamoros",7,7,12,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.376
