"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
134,24,20024,"COSOLAPA",20,864,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",134,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
135,24,20024,"COSOLAPA",20,1696,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",135,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
136,24,20024,"COSOLAPA",20,1564,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",136,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
137,24,20024,"COSOLAPA",20,621,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",137,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
138,24,20024,"COSOLAPA",20,679,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",138,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
139,24,20024,"COSOLAPA",20,1192,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",139,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
140,24,20024,"COSOLAPA",20,461,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",140,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
141,24,20024,"COSOLAPA",20,740,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",141,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
142,24,20024,"COSOLAPA",20,495,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",142,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
143,24,20024,"COSOLAPA",20,1081,4,1,1,1,25,"ACATLAN DE PEREZ FIGUEROA",2,"",143,20,24,13,2,2,2,2,13,2,2,2,0,1,0,1,25,0.56
144,25,20025,"COSOLTEPEC",20,360,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",144,20,25,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
145,25,20025,"COSOLTEPEC",20,225,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",145,20,25,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
146,25,20025,"COSOLTEPEC",20,114,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",146,20,25,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
147,26,20026,"CUILAPAM DE GUERRERO",20,1730,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",147,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
148,26,20026,"CUILAPAM DE GUERRERO",20,2268,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",148,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
149,26,20026,"CUILAPAM DE GUERRERO",20,1867,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",149,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
150,26,20026,"CUILAPAM DE GUERRERO",20,1622,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",150,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
151,26,20026,"CUILAPAM DE GUERRERO",20,2321,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",151,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
152,26,20026,"CUILAPAM DE GUERRERO",20,1416,3,9,9,3,1,"OAXACA DE JUAREZ (ZONA SUR)",16,"",152,20,26,3,10,16,16,3,3,17,16,16,1,1,0,0,1,0.206
153,27,20027,"CUYAMECALCO VILLA DE ZARAGOZA",20,1033,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",153,20,27,4,2,15,15,16,4,16,15,15,0,1,0,0,17,0.758
154,27,20027,"CUYAMECALCO VILLA DE ZARAGOZA",20,264,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",154,20,27,4,2,15,15,16,4,16,15,15,0,1,0,0,17,0.758
155,27,20027,"CUYAMECALCO VILLA DE ZARAGOZA",20,955,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",155,20,27,4,2,15,15,16,4,16,15,15,0,1,0,0,17,0.758
156,27,20027,"CUYAMECALCO VILLA DE ZARAGOZA",20,329,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",156,20,27,4,2,15,15,16,4,16,15,15,0,1,0,0,17,0.758
157,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,2318,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",157,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
158,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,1940,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",158,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
159,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,1149,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",159,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
160,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,1694,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",160,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
161,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,1220,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",161,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
162,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,311,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",162,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
163,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,244,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",163,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
164,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,451,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",164,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
165,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,82,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",165,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
166,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,1206,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",166,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
167,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,641,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",167,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
168,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,596,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",168,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
169,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,697,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",169,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
170,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,677,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",170,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
171,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,217,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",171,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
172,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,358,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",172,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
173,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,1358,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",173,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
174,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",20,461,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",174,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
175,28,20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO ",20,613,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",175,20,28,19,5,13,13,10,19,8,13,13,0,1,0,0,10,0.743
176,29,20029,"ELOXOCHITLAN DE FLORES MAGON",20,1069,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",176,20,29,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
177,29,20029,"ELOXOCHITLAN DE FLORES MAGON",20,94,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",177,20,29,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
178,29,20029,"ELOXOCHITLAN DE FLORES MAGON",20,328,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",178,20,29,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
179,29,20029,"ELOXOCHITLAN DE FLORES MAGON",20,839,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",179,20,29,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.758
180,30,20030,"EL ESPINAL",20,887,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",180,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
181,30,20030,"EL ESPINAL",20,869,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",181,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
182,30,20030,"EL ESPINAL",20,895,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",182,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
183,30,20030,"EL ESPINAL",20,1019,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",183,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
184,30,20030,"EL ESPINAL",20,929,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",184,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
185,30,20030,"EL ESPINAL",20,825,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",185,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
186,30,20030,"EL ESPINAL",20,936,1,7,7,7,5,"CIUDAD IXTEPEC",17,"",186,20,30,15,24,17,17,18,15,13,17,17,0,1,0,0,23,0.583
187,31,20031,"FRESNILLO DE TRUJANO",20,411,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",187,20,31,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
188,31,20031,"FRESNILLO DE TRUJANO",20,453,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",188,20,31,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
189,32,20032,"GUADALUPE DE RAMIREZ",20,542,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",189,20,32,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
190,32,20032,"GUADALUPE DE RAMIREZ",20,382,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",190,20,32,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
191,32,20032,"GUADALUPE DE RAMIREZ",20,372,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",191,20,32,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
192,33,20033,"GUADALUPE ETLA",20,1722,5,2,3,2,2,"VILLA DE ETLA",18,"",192,20,33,16,25,18,21,1,16,18,21,18,0,1,0,0,22,0.255
193,34,20034,"GUELATAO DE JUAREZ",20,406,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",193,20,34,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
194,35,20035,"GUEVEA DE HUMBOLDT",20,967,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",194,20,35,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.299
195,35,20035,"GUEVEA DE HUMBOLDT",20,1001,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",195,20,35,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.299
196,35,20035,"GUEVEA DE HUMBOLDT",20,1153,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",196,20,35,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.299
197,35,20035,"GUEVEA DE HUMBOLDT",20,447,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",197,20,35,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.299
198,36,20036,"MESONES HIDALGO",20,2038,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",198,20,36,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
199,36,20036,"MESONES HIDALGO",20,303,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",199,20,36,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
200,36,20036,"MESONES HIDALGO",20,1020,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",200,20,36,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
201,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2496,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",201,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
202,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2385,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",202,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
203,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2043,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",203,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
204,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1952,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",204,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
205,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1749,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",205,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
206,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2255,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",206,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
207,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2378,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",207,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
208,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2087,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",208,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
209,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1597,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",209,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
210,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1236,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",210,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
211,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,762,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",211,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
212,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1253,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",212,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
213,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1094,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",213,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
214,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1720,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",214,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
215,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,837,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",215,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
216,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2094,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",216,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
217,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2573,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",217,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
218,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,3089,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",218,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
219,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2242,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",219,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
220,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2454,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",220,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
221,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1078,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",221,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
222,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1016,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",222,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
223,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,289,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",223,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
224,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,187,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",224,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
225,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,245,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",225,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
226,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,657,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",226,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
227,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,979,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",227,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
228,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,2489,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",228,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
229,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,128,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",229,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
230,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,255,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",230,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
231,37,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,1886,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",231,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
232,38,20038,"HUAUTEPEC",20,1358,4,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",232,20,38,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
233,38,20038,"HUAUTEPEC",20,374,4,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",233,20,38,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
234,38,20038,"HUAUTEPEC",20,752,4,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",234,20,38,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
235,38,20038,"HUAUTEPEC",20,1064,4,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",235,20,38,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
236,39,20039,"HUAUTLA DE JIMENEZ",20,1522,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",236,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
237,39,20039,"HUAUTLA DE JIMENEZ",20,1239,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",237,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
238,39,20039,"HUAUTLA DE JIMENEZ",20,1089,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",238,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
239,39,20039,"HUAUTLA DE JIMENEZ",20,1414,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",239,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
240,39,20039,"HUAUTLA DE JIMENEZ",20,950,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",240,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
241,39,20039,"HUAUTLA DE JIMENEZ",20,1039,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",241,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
242,39,20039,"HUAUTLA DE JIMENEZ",20,359,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",242,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
243,39,20039,"HUAUTLA DE JIMENEZ",20,679,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",243,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
244,39,20039,"HUAUTLA DE JIMENEZ",20,1044,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",244,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
245,39,20039,"HUAUTLA DE JIMENEZ",20,422,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",245,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
246,39,20039,"HUAUTLA DE JIMENEZ",20,1007,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",246,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
247,39,20039,"HUAUTLA DE JIMENEZ",20,2031,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",247,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
248,39,20039,"HUAUTLA DE JIMENEZ",20,1279,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",248,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
249,39,20039,"HUAUTLA DE JIMENEZ",20,690,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",249,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
250,39,20039,"HUAUTLA DE JIMENEZ",20,1610,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",250,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
251,39,20039,"HUAUTLA DE JIMENEZ",20,997,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",251,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
252,39,20039,"HUAUTLA DE JIMENEZ",20,1002,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",252,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
253,39,20039,"HUAUTLA DE JIMENEZ",20,932,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",253,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
254,39,20039,"HUAUTLA DE JIMENEZ",20,560,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",254,20,39,22,6,15,15,17,22,16,15,15,0,1,0,0,17,0.758
255,40,20040,"IXPANTEPEC NIEVES",20,1037,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",12,"",255,20,40,1,12,12,12,5,1,15,12,12,0,1,0,1,13,0.698
256,40,20040,"IXPANTEPEC NIEVES",20,183,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",12,"",256,20,40,1,12,12,12,5,1,15,12,12,0,1,0,1,13,0.698
257,40,20040,"IXPANTEPEC NIEVES",20,217,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",12,"",257,20,40,1,12,12,12,5,1,15,12,12,0,1,0,1,13,0.698
258,41,20041,"CIUDAD IXTEPEC ",20,1585,1,7,5,7,5,"CIUDAD IXTEPEC",6,"",258,20,41,5,20,6,18,6,5,19,18,6,0,1,0,0,6,0.358
259,41,20041,"CIUDAD IXTEPEC",20,1021,1,7,5,7,5,"CIUDAD IXTEPEC",6,"",259,20,41,5,20,6,18,6,5,19,18,6,0,1,0,0,6,0.358
260,41,20041,"CIUDAD IXTEPEC ",20,790,1,7,5,7,5,"CIUDAD IXTEPEC",6,"",260,20,41,5,20,6,18,6,5,19,18,6,0,1,0,0,6,0.358
261,41,20041,"CIUDAD IXTEPEC ",20,1073,1,7,5,7,5,"CIUDAD IXTEPEC",6,"",261,20,41,5,20,6,18,6,5,19,18,6,0,1,0,0,6,0.358
