"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab.x","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","mc_clv1","panal_cnv1","panal_cnv2","pan_clv2","cab.y","esc1_mcCLV1","esc1_panalCNV1","esc2_panalCNV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
341,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,341,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
342,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,342,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
343,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,343,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
344,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,344,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
345,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,345,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
346,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,346,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
347,24,29,"tla",1,2,3,3,6,"ixtacuixtla",11,347,29,24,10,10,10,6,10,3,11,10,"ixtacuixtla",1,0,0,11,0.222,0.774,10,0.389
348,25,29,"tla",1,3,2,2,15,"san pablo del monte",7,348,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
349,25,29,"tla",1,3,2,2,15,"san pablo del monte",7,349,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
350,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,350,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
351,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,351,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
352,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,352,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
353,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,353,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
354,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,354,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
355,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,355,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
356,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,356,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
357,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,357,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
358,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,358,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
359,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,359,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
360,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,360,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
361,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,361,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
362,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,362,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
363,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,363,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
364,25,29,"tla",1,3,2,2,15,"san pablo del monte",6,364,29,25,12,12,5,15,5,12,12,5,"san pablo del monte",0,1,1,6,0.882,0.652,12,0.739
365,26,29,"tla",2,2,2,1,8,"contla",3,365,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
366,26,29,"tla",2,2,2,1,8,"contla",3,366,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
367,26,29,"tla",2,2,2,1,8,"contla",3,367,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
368,26,29,"tla",2,2,2,1,8,"contla",3,368,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
369,26,29,"tla",2,2,2,1,8,"contla",3,369,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
370,26,29,"tla",2,2,2,1,8,"contla",3,370,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
371,26,29,"tla",2,2,2,1,8,"contla",3,371,29,26,5,5,1,8,1,5,1,1,"contla",0,1,0,3,0.545,0.8,5,0.471
372,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,372,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
373,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,373,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
374,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,374,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
375,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,375,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
376,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,376,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
377,27,29,"tla",1,3,3,2,15,"san pablo del monte",7,377,29,27,11,11,5,15,5,6,8,5,"san pablo del monte",0,0,0,6,0.55,0.652,12,0.739
378,28,29,"tla",1,3,2,2,12,"teolocholco",5,378,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
379,28,29,"tla",1,3,2,2,12,"teolocholco",5,379,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
380,28,29,"tla",1,3,2,2,12,"teolocholco",5,380,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
381,28,29,"tla",1,3,2,2,12,"teolocholco",5,381,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
382,28,29,"tla",1,3,2,2,12,"teolocholco",5,382,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
383,28,29,"tla",1,3,2,2,12,"teolocholco",5,383,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
384,28,29,"tla",1,3,2,2,12,"teolocholco",5,384,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
385,28,29,"tla",1,3,2,2,12,"teolocholco",5,385,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
386,28,29,"tla",1,3,2,2,12,"teolocholco",5,386,29,28,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
387,29,29,"tla",1,3,2,2,13,"zacatelco",9,387,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
388,29,29,"tla",1,3,2,2,13,"zacatelco",9,388,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
389,29,29,"tla",1,3,2,2,13,"zacatelco",9,389,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
390,29,29,"tla",1,3,2,2,13,"zacatelco",9,390,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
391,49,29,"tla",1,3,2,2,12,"teolocholco",9,391,29,49,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
392,49,29,"tla",1,3,2,2,12,"teolocholco",9,392,29,49,6,6,7,12,7,11,9,7,"teolocholco",0,0,0,7,0.486,0.356,11,0.442
393,29,29,"tla",1,3,2,2,13,"zacatelco",9,393,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
394,29,29,"tla",1,3,2,2,13,"zacatelco",9,394,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
395,47,29,"tla",1,3,3,3,14,"nativitas",9,395,29,47,6,6,9,14,9,11,10,9,"nativitas",0,0,0,10,0.486,0.718,2,0.434
396,47,29,"tla",1,3,3,3,14,"nativitas",9,396,29,47,6,6,9,14,9,11,10,9,"nativitas",0,0,0,10,0.486,0.718,2,0.434
397,29,29,"tla",1,3,2,2,13,"zacatelco",9,397,29,29,6,6,8,13,8,11,9,8,"zacatelco",0,0,0,8,0.486,0.656,2,0.255
398,30,29,"tla",2,1,1,1,3,"xalostoc",17,398,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
399,30,29,"tla",2,1,1,1,3,"xalostoc",17,399,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
400,54,29,"tla",2,1,1,1,3,"xalostoc",17,400,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
401,54,29,"tla",2,1,1,1,3,"xalostoc",17,401,29,54,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
402,55,29,"tla",2,1,1,1,3,"xalostoc",17,402,29,55,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
403,30,29,"tla",2,1,1,1,3,"xalostoc",17,403,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
404,30,29,"tla",2,1,1,1,3,"xalostoc",17,404,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
405,30,29,"tla",2,1,1,1,3,"xalostoc",17,405,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
406,30,29,"tla",2,1,1,1,3,"xalostoc",17,406,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
407,30,29,"tla",2,1,1,1,3,"xalostoc",17,407,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
408,30,29,"tla",2,1,1,1,3,"xalostoc",17,408,29,30,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
409,31,29,"tla",2,1,1,1,2,"tlaxco",14,409,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
410,31,29,"tla",2,1,1,1,2,"tlaxco",14,410,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
411,31,29,"tla",2,1,1,1,2,"tlaxco",14,411,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
412,31,29,"tla",2,1,1,1,2,"tlaxco",14,412,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
413,31,29,"tla",2,1,1,1,2,"tlaxco",14,413,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
414,31,29,"tla",2,1,1,1,2,"tlaxco",14,414,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
415,31,29,"tla",2,1,1,1,2,"tlaxco",14,415,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
416,31,29,"tla",2,1,1,1,2,"tlaxco",14,416,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
417,31,29,"tla",2,1,1,1,2,"tlaxco",14,417,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
418,31,29,"tla",2,1,1,1,2,"tlaxco",14,418,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
419,31,29,"tla",2,1,1,1,2,"tlaxco",14,419,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
420,31,29,"tla",2,1,1,1,2,"tlaxco",14,420,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
421,31,29,"tla",2,1,1,1,2,"tlaxco",14,421,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
422,31,29,"tla",2,1,1,1,2,"tlaxco",14,422,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
423,31,29,"tla",2,1,1,1,2,"tlaxco",14,423,29,31,1,1,13,2,13,4,2,13,"tlaxco",0,0,0,14,0.394,0.767,4,0.6
424,32,29,"tla",1,3,3,3,14,"nativitas",9,424,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
425,32,29,"tla",1,3,3,3,14,"nativitas",9,425,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
426,32,29,"tla",1,3,3,3,14,"nativitas",9,426,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
427,32,29,"tla",1,3,3,3,14,"nativitas",9,427,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
428,32,29,"tla",1,3,3,3,14,"nativitas",9,428,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
429,53,29,"tla",1,3,3,3,14,"nativitas",10,429,29,53,10,10,9,14,9,2,10,9,"nativitas",0,0,1,10,0.222,0.718,2,0.434
430,53,29,"tla",1,3,3,3,14,"nativitas",10,430,29,53,10,10,9,14,9,2,10,9,"nativitas",0,0,1,10,0.222,0.718,2,0.434
431,32,29,"tla",1,3,3,3,14,"nativitas",9,431,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
432,56,29,"tla",1,3,3,3,14,"nativitas",9,432,29,56,6,6,9,14,9,11,10,9,"nativitas",0,0,0,10,0.486,0.718,2,0.434
433,56,29,"tla",1,3,3,3,14,"nativitas",9,433,29,56,6,6,9,14,9,11,10,9,"nativitas",0,0,0,10,0.486,0.718,2,0.434
434,32,29,"tla",1,3,3,3,14,"nativitas",9,434,29,32,2,2,9,14,9,2,10,9,"nativitas",0,1,0,10,0.327,0.718,2,0.434
435,33,29,"tla",1,2,2,2,7,"tlaxcala",2,435,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
436,33,29,"tla",1,2,2,2,7,"tlaxcala",2,436,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
437,33,29,"tla",1,2,2,2,7,"tlaxcala",2,437,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
438,33,29,"tla",1,2,2,2,7,"tlaxcala",2,438,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
439,33,29,"tla",1,2,2,2,7,"tlaxcala",2,439,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
440,33,29,"tla",1,2,2,2,7,"tlaxcala",2,440,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
441,33,29,"tla",1,2,2,2,7,"tlaxcala",2,441,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
442,33,29,"tla",1,2,2,2,7,"tlaxcala",1,442,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
443,33,29,"tla",1,2,2,2,7,"tlaxcala",2,443,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
444,33,29,"tla",1,2,2,2,7,"tlaxcala",2,444,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
445,33,29,"tla",1,2,2,2,7,"tlaxcala",2,445,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
446,33,29,"tla",1,2,2,2,7,"tlaxcala",1,446,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
447,33,29,"tla",1,2,2,2,7,"tlaxcala",1,447,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
448,33,29,"tla",1,2,2,2,7,"tlaxcala",2,448,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
449,33,29,"tla",1,2,2,2,7,"tlaxcala",1,449,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
450,33,29,"tla",1,2,2,2,7,"tlaxcala",1,450,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
451,33,29,"tla",1,2,2,2,7,"tlaxcala",1,451,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
452,33,29,"tla",1,2,2,2,7,"tlaxcala",1,452,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
453,33,29,"tla",1,2,2,2,7,"tlaxcala",1,453,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
454,33,29,"tla",1,2,2,2,7,"tlaxcala",1,454,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
455,33,29,"tla",1,2,2,2,7,"tlaxcala",1,455,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
456,33,29,"tla",1,2,2,2,7,"tlaxcala",1,456,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
457,33,29,"tla",1,2,2,2,7,"tlaxcala",1,457,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
458,33,29,"tla",1,2,2,2,7,"tlaxcala",1,458,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
459,33,29,"tla",1,2,2,2,7,"tlaxcala",1,459,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
460,33,29,"tla",1,2,2,2,7,"tlaxcala",1,460,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
461,33,29,"tla",1,2,2,2,7,"tlaxcala",1,461,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
462,33,29,"tla",1,2,2,2,7,"tlaxcala",2,462,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
463,33,29,"tla",1,2,2,2,7,"tlaxcala",1,463,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
464,33,29,"tla",1,2,2,2,7,"tlaxcala",1,464,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
465,33,29,"tla",1,2,2,2,7,"tlaxcala",1,465,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
466,33,29,"tla",1,2,2,2,7,"tlaxcala",1,466,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
467,33,29,"tla",1,2,2,2,7,"tlaxcala",1,467,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
468,33,29,"tla",1,2,2,2,7,"tlaxcala",1,468,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
469,33,29,"tla",1,2,2,2,7,"tlaxcala",1,469,29,33,13,13,4,7,4,13,13,4,"tlaxcala",0,1,1,1,0.657,0.657,13,1
470,34,29,"tla",2,1,1,1,2,"tlaxco",14,470,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
471,34,29,"tla",2,1,1,1,2,"tlaxco",14,471,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
472,34,29,"tla",2,1,1,1,2,"tlaxco",14,472,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
473,34,29,"tla",2,1,1,1,2,"tlaxco",14,473,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
474,34,29,"tla",2,1,1,1,2,"tlaxco",14,474,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
475,34,29,"tla",2,1,1,1,2,"tlaxco",14,475,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
476,34,29,"tla",2,1,1,1,2,"tlaxco",14,476,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
477,34,29,"tla",2,1,1,1,2,"tlaxco",14,477,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
478,34,29,"tla",2,1,1,1,2,"tlaxco",14,478,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
479,34,29,"tla",2,1,1,1,2,"tlaxco",14,479,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
480,34,29,"tla",2,1,1,1,2,"tlaxco",14,480,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
481,34,29,"tla",2,1,1,1,2,"tlaxco",14,481,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
482,34,29,"tla",2,1,1,1,2,"tlaxco",14,482,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
483,34,29,"tla",2,1,1,1,2,"tlaxco",14,483,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
484,34,29,"tla",2,1,1,1,2,"tlaxco",14,484,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
485,34,29,"tla",2,1,1,1,2,"tlaxco",14,485,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
486,34,29,"tla",2,1,1,1,2,"tlaxco",14,486,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
487,34,29,"tla",2,1,1,1,2,"tlaxco",14,487,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
488,34,29,"tla",2,1,1,1,2,"tlaxco",14,488,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
489,34,29,"tla",2,1,1,1,2,"tlaxco",14,489,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
490,34,29,"tla",2,1,1,1,2,"tlaxco",17,490,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
491,34,29,"tla",2,1,1,1,2,"tlaxco",14,491,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
492,34,29,"tla",2,1,1,1,2,"tlaxco",14,492,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
493,34,29,"tla",2,1,1,1,2,"tlaxco",14,493,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
494,34,29,"tla",2,1,1,1,2,"tlaxco",14,494,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
495,34,29,"tla",2,1,1,1,2,"tlaxco",14,495,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
496,34,29,"tla",2,1,1,1,2,"tlaxco",14,496,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
497,34,29,"tla",2,1,1,1,2,"tlaxco",17,497,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
498,34,29,"tla",2,1,1,1,2,"tlaxco",17,498,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
499,34,29,"tla",2,1,1,1,2,"tlaxco",14,499,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
500,34,29,"tla",2,1,1,1,2,"tlaxco",14,500,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
501,34,29,"tla",2,1,1,1,2,"tlaxco",14,501,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
502,34,29,"tla",2,1,1,1,2,"tlaxco",14,502,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
503,34,29,"tla",2,1,1,1,2,"tlaxco",17,503,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
504,34,29,"tla",2,1,1,1,2,"tlaxco",17,504,29,34,4,4,13,2,13,4,2,13,"tlaxco",0,1,0,14,0.413,0.767,4,0.6
505,35,29,"tla",2,1,1,1,3,"xalostoc",17,505,29,35,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
506,35,29,"tla",2,1,1,1,3,"xalostoc",17,506,29,35,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
507,35,29,"tla",2,1,1,1,3,"xalostoc",17,507,29,35,1,1,14,3,14,1,5,14,"xalostoc",0,1,0,17,0.394,0.394,1,0.448
508,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,508,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
509,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,509,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
510,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,510,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
511,36,29,"tla",1,2,2,3,6,"ixtacuixtla",2,511,29,36,10,10,10,6,10,10,11,10,"ixtacuixtla",1,1,0,11,0.222,0.774,10,0.389
