"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
888,19,8,"cua",7,6,8,6,12,"chihuahua",15,877,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
889,19,8,"cua",7,6,8,6,12,"chihuahua",15,878,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
890,19,8,"cua",7,6,8,6,12,"chihuahua",15,879,8,19,9,9,9,13,9,12,9,10,12,9,0,1,0,1,0,0,1,15,0.52,0.52,9,1
891,19,8,"cua",7,6,8,6,12,"chihuahua",15,880,8,19,9,9,9,13,9,12,9,10,12,9,0,1,0,1,0,0,1,15,0.52,0.52,9,1
892,19,8,"cua",7,6,8,6,12,"chihuahua",15,881,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
893,19,8,"cua",7,6,6,6,12,"chihuahua",15,882,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
894,19,8,"cua",7,6,6,6,12,"chihuahua",15,883,8,19,9,9,9,9,9,12,9,10,12,9,1,1,0,1,0,0,1,15,0.52,0.52,9,1
895,19,8,"cua",7,6,8,6,12,"chihuahua",15,884,8,19,9,9,9,13,9,12,9,10,12,9,0,1,0,1,0,0,1,15,0.52,0.52,9,1
897,19,8,"cua",7,6,6,6,15,"chihuahua",17,885,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
898,19,8,"cua",7,6,6,6,15,"chihuahua",17,886,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
899,19,8,"cua",7,8,6,8,18,"chihuahua",16,887,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
900,19,8,"cua",7,8,8,8,18,"chihuahua",16,888,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
901,19,8,"cua",7,8,6,8,18,"chihuahua",16,889,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
902,19,8,"cua",7,8,6,8,18,"chihuahua",16,890,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
903,19,8,"cua",7,8,6,8,18,"chihuahua",16,891,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
904,19,8,"cua",7,8,6,8,18,"chihuahua",16,892,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
905,19,8,"cua",7,8,6,8,18,"chihuahua",16,893,8,19,10,10,10,10,10,9,10,13,9,10,1,1,0,1,0,0,1,19,0.271,0.271,10,1
906,19,8,"cua",7,6,6,6,15,"chihuahua",17,894,8,19,12,12,12,10,12,8,10,12,8,12,0,1,0,0,1,0,1,17,0.71,0.71,12,1
908,19,8,"cua",7,8,8,8,17,"chihuahua",18,895,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
909,19,8,"cua",7,8,8,8,17,"chihuahua",16,896,8,19,13,13,13,13,13,11,13,11,11,13,1,1,0,1,0,0,1,18,0.371,0.371,13,1
910,19,8,"cua",7,6,8,8,17,"chihuahua",18,897,8,19,13,13,13,9,13,11,12,11,11,13,0,1,0,0,0,0,1,18,0.371,0.371,13,1
912,20,8,"cua",5,7,9,7,13,"guerrero",14,898,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
913,20,8,"cua",5,7,9,7,13,"guerrero",14,899,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
914,20,8,"cua",5,7,9,7,13,"guerrero",14,900,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
915,20,8,"cua",5,7,9,7,13,"guerrero",14,901,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
916,20,8,"cua",5,7,9,7,13,"guerrero",14,902,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
917,20,8,"cua",5,7,9,7,13,"guerrero",14,903,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
918,20,8,"cua",5,7,9,7,13,"guerrero",14,904,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
919,20,8,"cua",5,7,9,7,13,"guerrero",14,905,8,20,5,4,4,5,4,4,4,1,4,4,1,0,1,1,0,1,1,14,0.386,0.415,5,0.891
921,21,8,"cua",6,5,5,5,19,"delicias",20,906,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
922,21,8,"cua",6,5,5,5,19,"delicias",20,907,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
923,21,8,"cua",6,5,5,5,19,"delicias",20,908,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
924,21,8,"cua",6,5,5,5,19,"delicias",20,909,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
925,21,8,"cua",6,5,5,5,19,"delicias",20,910,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
926,21,8,"cua",6,5,5,5,19,"delicias",20,911,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
927,21,8,"cua",6,5,5,5,19,"delicias",20,912,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
928,21,8,"cua",6,5,5,5,19,"delicias",20,913,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
929,21,8,"cua",6,5,5,5,19,"delicias",20,914,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
930,21,8,"cua",6,5,5,5,19,"delicias",20,915,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
931,21,8,"cua",6,5,5,5,19,"delicias",20,916,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
932,21,8,"cua",6,5,5,5,19,"delicias",20,917,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
933,21,8,"cua",6,5,5,5,19,"delicias",20,918,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
934,21,8,"cua",6,5,5,5,19,"delicias",20,919,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
935,21,8,"cua",6,5,5,5,19,"delicias",20,920,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
936,21,8,"cua",6,5,5,5,19,"delicias",20,921,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
937,21,8,"cua",6,5,5,5,19,"delicias",20,922,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
938,21,8,"cua",6,5,5,5,19,"delicias",20,923,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
939,21,8,"cua",6,5,5,5,19,"delicias",20,924,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
940,21,8,"cua",6,5,5,5,19,"delicias",20,925,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
941,21,8,"cua",6,5,5,5,19,"delicias",20,926,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
942,21,8,"cua",6,5,5,5,19,"delicias",20,927,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
943,21,8,"cua",6,5,5,5,19,"delicias",20,928,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
944,21,8,"cua",6,5,5,5,19,"delicias",20,929,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
945,21,8,"cua",6,5,5,5,19,"delicias",20,930,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
946,21,8,"cua",6,5,5,5,19,"delicias",20,931,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
947,21,8,"cua",6,5,5,5,19,"delicias",20,932,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
948,21,8,"cua",6,5,5,5,19,"delicias",20,933,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
949,21,8,"cua",6,5,5,5,19,"delicias",20,934,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
950,21,8,"cua",6,5,5,5,19,"delicias",20,935,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
951,21,8,"cua",6,5,5,5,19,"delicias",20,936,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
952,21,8,"cua",6,5,5,5,19,"delicias",20,937,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
953,21,8,"cua",6,5,5,5,19,"delicias",20,938,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
954,21,8,"cua",6,5,5,5,19,"delicias",20,939,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
955,21,8,"cua",6,5,5,5,19,"delicias",20,940,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
956,21,8,"cua",6,5,5,5,19,"delicias",20,941,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
957,21,8,"cua",6,5,5,5,19,"delicias",20,942,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
958,21,8,"cua",6,5,5,5,19,"delicias",20,943,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
959,21,8,"cua",6,5,5,5,19,"delicias",20,944,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
960,21,8,"cua",6,5,5,5,19,"delicias",20,945,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
961,21,8,"cua",6,5,5,5,19,"delicias",20,946,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
962,21,8,"cua",6,5,5,5,19,"delicias",20,947,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
963,21,8,"cua",6,5,5,5,19,"delicias",20,948,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
964,21,8,"cua",6,5,5,5,19,"delicias",20,949,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
965,21,8,"cua",6,5,5,5,19,"delicias",20,950,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
966,21,8,"cua",6,5,5,5,19,"delicias",20,951,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
967,21,8,"cua",6,5,5,5,19,"delicias",20,952,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
968,21,8,"cua",6,5,5,5,19,"delicias",20,953,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
969,21,8,"cua",6,5,5,5,19,"delicias",20,954,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
970,21,8,"cua",6,5,5,5,19,"delicias",20,955,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
971,21,8,"cua",6,5,5,5,19,"delicias",20,956,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
972,21,8,"cua",6,5,5,5,19,"delicias",20,957,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
973,21,8,"cua",6,5,5,5,19,"delicias",20,958,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
974,21,8,"cua",6,5,5,5,19,"delicias",20,959,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
975,21,8,"cua",6,5,5,5,19,"delicias",20,960,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
976,21,8,"cua",6,5,5,5,19,"delicias",20,961,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
977,21,8,"cua",6,5,5,5,19,"delicias",20,962,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
978,21,8,"cua",6,5,5,5,19,"delicias",20,963,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
979,21,8,"cua",6,5,5,5,19,"delicias",20,964,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
980,21,8,"cua",6,5,5,5,19,"delicias",20,965,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
981,21,8,"cua",6,5,5,5,19,"delicias",20,966,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
982,21,8,"cua",6,5,5,5,19,"delicias",20,967,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
983,21,8,"cua",6,5,5,5,19,"delicias",20,968,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
984,21,8,"cua",6,5,5,5,19,"delicias",20,969,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
985,21,8,"cua",6,5,5,5,19,"delicias",20,970,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
986,21,8,"cua",6,5,5,5,19,"delicias",20,971,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
987,21,8,"cua",6,5,5,5,19,"delicias",20,972,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
988,21,8,"cua",6,5,5,5,19,"delicias",20,973,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
989,21,8,"cua",6,5,5,5,19,"delicias",20,974,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
990,21,8,"cua",6,5,5,5,19,"delicias",20,975,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
991,21,8,"cua",6,5,5,5,19,"delicias",20,976,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
992,21,8,"cua",6,5,5,5,19,"delicias",20,977,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
993,21,8,"cua",6,5,5,5,19,"delicias",20,978,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
994,21,8,"cua",6,5,5,5,19,"delicias",20,979,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
995,21,8,"cua",6,5,5,5,19,"delicias",20,980,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
996,21,8,"cua",6,5,5,5,19,"delicias",20,981,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
997,21,8,"cua",6,5,5,5,19,"delicias",20,982,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
998,21,8,"cua",6,5,5,5,19,"delicias",20,983,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
999,21,8,"cua",6,5,5,5,19,"delicias",20,984,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1000,21,8,"cua",6,5,5,5,19,"delicias",20,985,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1001,21,8,"cua",6,5,5,5,19,"delicias",20,986,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1002,21,8,"cua",6,5,5,5,19,"delicias",20,987,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1003,21,8,"cua",6,5,5,5,19,"delicias",20,988,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1004,21,8,"cua",6,5,5,5,19,"delicias",20,989,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1005,21,8,"cua",6,5,5,5,19,"delicias",20,990,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1006,21,8,"cua",6,5,5,5,19,"delicias",20,991,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1007,21,8,"cua",6,5,5,5,19,"delicias",20,992,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1008,21,8,"cua",6,5,5,5,19,"delicias",20,993,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1009,21,8,"cua",6,5,5,5,19,"delicias",20,994,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1010,21,8,"cua",6,5,5,5,19,"delicias",20,995,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1011,21,8,"cua",6,5,5,5,19,"delicias",20,996,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1012,21,8,"cua",6,5,5,5,19,"delicias",20,997,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1013,21,8,"cua",6,5,5,5,19,"delicias",20,998,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1014,21,8,"cua",6,5,5,5,19,"delicias",20,999,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1015,21,8,"cua",6,5,5,5,19,"delicias",20,1000,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1016,21,8,"cua",6,5,5,5,19,"delicias",20,1001,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1017,21,8,"cua",6,5,5,5,19,"delicias",20,1002,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1018,21,8,"cua",6,5,5,5,19,"delicias",20,1003,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1019,21,8,"cua",6,5,5,5,19,"delicias",20,1004,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1020,21,8,"cua",6,5,5,5,19,"delicias",20,1005,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1021,21,8,"cua",6,5,5,5,19,"delicias",20,1006,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1022,21,8,"cua",6,5,5,5,19,"delicias",20,1007,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1023,21,8,"cua",6,5,5,5,19,"delicias",20,1008,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1024,21,8,"cua",6,5,5,5,19,"delicias",20,1009,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1025,21,8,"cua",6,5,5,5,19,"delicias",20,1010,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1026,21,8,"cua",6,5,5,5,19,"delicias",20,1011,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1027,21,8,"cua",6,5,5,5,19,"delicias",20,1012,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1028,21,8,"cua",6,5,5,5,19,"delicias",20,1013,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1029,21,8,"cua",6,5,5,5,19,"delicias",20,1014,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1030,21,8,"cua",6,5,5,5,19,"delicias",20,1015,8,21,8,8,8,8,8,22,8,2,22,8,1,1,0,1,0,0,1,20,1,0.866,8,0.866
1031,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1016,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1032,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1017,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1033,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1018,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1034,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1019,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1035,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1020,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1036,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1021,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1037,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1022,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1038,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1023,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1039,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1024,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1041,22,8,"cua",10,7,9,9,21,"hidalgo del parral",14,1025,8,22,2,5,5,2,5,6,5,5,6,5,1,0,0,1,1,0,1,22,0.492,0.677,2,0.721
1042,23,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,1026,8,23,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
1044,23,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,1027,8,23,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
1045,23,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,1028,8,23,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
1046,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1029,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1047,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1030,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1048,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1031,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1049,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1032,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1050,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1033,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1051,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1034,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1052,24,8,"cua",7,7,9,7,21,"hidalgo del parral",14,1035,8,24,5,5,5,2,5,6,5,5,6,5,0,1,0,1,1,0,1,22,0.386,0.677,2,0.721
1053,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1036,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
1054,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1037,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
1055,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1038,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
1056,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1039,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
1057,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1040,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
1058,25,8,"cua",5,1,7,7,1,"nuevo casas grandes",11,1041,8,25,4,3,3,4,3,3,4,7,3,3,1,0,1,0,0,1,1,1,0.509,0.509,4,1
