"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E3"
686,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
687,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
688,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
689,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
690,41,14,"jal",2,11,8,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
691,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
692,41,14,"jal",2,11,8,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
693,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
694,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
695,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
696,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
697,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
698,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
699,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
700,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
701,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
702,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
703,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
704,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
705,41,14,"jal",2,11,11,9,12,11,14,41,12,12,12,12,12,12,12,10,12,1,1,1,1,1,0,1,9,0.682
706,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
707,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
708,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
709,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
710,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
711,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
712,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
713,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
714,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
715,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
716,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
717,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
718,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
719,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
720,41,14,"jal",2,11,11,11,11,11,14,41,13,12,11,13,12,11,12,10,11,1,0,1,0,1,0,0,13,0.443
721,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
722,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
723,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
724,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
725,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
726,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
727,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
728,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
729,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
730,41,14,"jal",2,11,11,11,11,11,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
731,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
732,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
733,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
734,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
735,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
736,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364
737,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364
738,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364
739,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364
740,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
741,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
742,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
743,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
744,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
745,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
746,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
747,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
748,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
749,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
750,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
751,41,14,"jal",2,13,8,8,13,13,14,41,14,11,13,14,11,13,11,9,13,1,0,1,0,1,0,0,8,0.364
752,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
753,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
754,41,14,"jal",2,13,8,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
755,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
756,41,14,"jal",2,13,11,11,11,13,14,41,13,11,11,13,11,11,11,9,11,1,0,1,1,1,0,1,13,0.443
757,41,14,"jal",3,12,8,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
758,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
759,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
760,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
761,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
762,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
763,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
764,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
765,41,14,"jal",3,12,14,8,13,12,14,41,14,13,13,14,13,13,13,11,13,1,0,1,1,1,0,1,8,0.364
766,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364
767,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364
768,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364
769,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364
770,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,13,10,8,13,1,0,1,0,1,0,0,8,0.364
771,41,14,"jal",3,12,14,8,13,12,14,41,14,10,13,14,10,10,10,8,13,1,0,1,1,1,0,0,8,0.364
772,41,14,"jal",3,12,13,8,13,12,14,41,14,10,13,14,10,10,10,8,13,1,0,1,1,1,0,0,8,0.364
773,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
774,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
775,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
776,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
777,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
778,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
779,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
780,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
781,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
782,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
783,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
784,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
785,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
786,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
787,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
788,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
789,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
790,41,14,"jal",3,12,13,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
791,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
792,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
793,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
794,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
795,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
796,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
797,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
798,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
799,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
800,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
801,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
802,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
803,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
804,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
805,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
806,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
807,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
808,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
809,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
810,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
811,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
812,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
813,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
814,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
815,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
816,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
817,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
818,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
819,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
820,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
821,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
822,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
823,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
824,41,14,"jal",3,14,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
825,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
826,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
827,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
828,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
829,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
830,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
831,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
832,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
833,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
834,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
835,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
836,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
837,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
838,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
839,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
840,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
841,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
842,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
843,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
844,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
845,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
846,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
847,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
848,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
849,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
850,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
851,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
852,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
853,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
854,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
855,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
856,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
857,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
858,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
859,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
860,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
861,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
862,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
863,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
864,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
865,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
866,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
867,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
868,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
869,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
870,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
871,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
872,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
873,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
874,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
875,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
876,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
877,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
878,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
879,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
880,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
881,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
882,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
883,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
884,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
885,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
886,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
887,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
888,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
889,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
890,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
891,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
892,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
893,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
894,41,14,"jal",3,12,14,14,10,12,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
895,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
896,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
897,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
898,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
899,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
900,41,14,"jal",3,14,14,14,10,14,14,41,11,10,10,11,10,10,10,8,10,1,0,1,1,1,0,1,14,0.646
