"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1220,216,20216,"SAN JUAN TABAA",20,868,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1220,20,216,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1221,217,20217,"SAN JUAN TAMAZOLA",20,430,5,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1221,20,217,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1222,217,20217,"SAN JUAN TAMAZOLA",20,409,5,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1222,20,217,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1223,217,20217,"SAN JUAN TAMAZOLA",20,708,5,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1223,20,217,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1224,217,20217,"SAN JUAN TAMAZOLA",20,355,5,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1224,20,217,4,13,7,7,7,4,4,7,7,0,1,1,0,16,0.214,0.377,1,0.319
1225,218,20218,"SAN JUAN TEITA",20,423,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1225,20,218,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1226,219,20219,"SAN JUAN TEITIPAC",20,1250,3,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1226,20,219,2,3,20,8,8,2,7,8,20,0,1,0,0,4,0.301,0.669,2,0.358
1227,219,20219,"SAN JUAN TEITIPAC",20,1007,3,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1227,20,219,2,3,20,8,8,2,7,8,20,0,1,0,0,4,0.301,0.669,2,0.358
1228,220,20220,"SAN JUAN TEPEUXILA",20,373,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1228,20,220,4,13,15,15,16,4,1,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1229,220,20220,"SAN JUAN TEPEUXILA",20,720,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1229,20,220,4,13,15,15,16,4,1,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1230,220,20220,"SAN JUAN TEPEUXILA",20,380,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1230,20,220,4,13,15,15,16,4,1,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1231,220,20220,"SAN JUAN TEPEUXILA",20,381,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1231,20,220,4,13,15,15,16,4,1,15,15,0,1,0,0,17,0.214,0.758,4,0.23
1232,221,20221,"SAN JUAN TEPOSCOLULA",20,684,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",1232,20,221,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1233,221,20221,"SAN JUAN TEPOSCOLULA",20,340,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",1233,20,221,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1234,222,20222,"SAN JUAN YAEE",20,805,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1234,20,222,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1235,222,20222,"SAN JUAN YAEE",20,247,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1235,20,222,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1236,223,20223,"SAN JUAN YATZONA",20,332,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1236,20,223,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1237,224,20224,"SAN JUAN YUCUITA",20,597,7,3,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1237,20,224,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1238,225,20225,"SAN LORENZO",20,1247,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1238,20,225,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1239,225,20225,"SAN LORENZO",20,1210,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1239,20,225,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1240,225,20225,"SAN LORENZO",20,1224,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",1240,20,225,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
1241,226,20226,"SAN LORENZO ALBARRADAS",20,1552,2,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1241,20,226,2,3,20,4,8,2,7,4,20,0,1,0,0,4,0.301,0.669,2,0.358
1242,226,20226,"SAN LORENZO ALBARRADAS",20,381,2,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1242,20,226,2,3,20,4,8,2,7,4,20,0,1,0,0,4,0.301,0.669,2,0.358
1243,227,20227,"SAN LORENZO CACAOTEPEC",20,2463,5,2,3,2,2,"VILLA DE ETLA",18,"",1243,20,227,16,13,18,21,16,16,18,21,18,1,1,0,0,22,0.661,0.255,9,0.418
1244,227,20227,"SAN LORENZO CACAOTEPEC",20,1313,5,2,3,2,2,"VILLA DE ETLA",18,"",1244,20,227,16,13,18,21,16,16,18,21,18,1,1,0,0,22,0.661,0.255,9,0.418
1245,227,20227,"SAN LORENZO CACAOTEPEC",20,1472,5,2,3,2,2,"VILLA DE ETLA",18,"",1245,20,227,16,13,18,21,16,16,18,21,18,1,1,0,0,22,0.661,0.255,9,0.418
1246,227,20227,"SAN LORENZO CACAOTEPEC",20,2200,5,2,3,2,2,"VILLA DE ETLA",18,"",1246,20,227,16,13,18,21,16,16,18,21,18,1,1,0,0,22,0.661,0.255,9,0.418
1247,227,20227,"SAN LORENZO CACAOTEPEC",20,898,5,2,3,2,2,"VILLA DE ETLA",18,"",1247,20,227,16,13,18,21,16,16,18,21,18,1,1,0,0,22,0.661,0.255,9,0.418
1248,228,20228,"SAN LORENZO CUAUNECUILTITLA",20,451,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1248,20,228,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1249,229,20229,"SAN LORENZO TEXMELUCAN",20,1806,8,9,9,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1249,20,229,23,1,13,13,10,23,8,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1250,229,20229,"SAN LORENZO TEXMELUCAN",20,1449,8,9,9,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1250,20,229,23,1,13,13,10,23,8,13,13,0,1,0,0,10,0.304,0.743,19,0.295
1251,230,20230,"SAN LORENZO VICTORIA",20,492,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1251,20,230,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1252,230,20230,"SAN LORENZO VICTORIA",20,443,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1252,20,230,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1253,231,20231,"SAN LUCAS CAMOTLAN",20,1519,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1253,20,231,12,19,4,4,4,12,3,4,4,0,1,0,0,20,0.276,0.828,17,0.437
1254,232,20232,"SAN LUCAS OJITLAN",20,772,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1254,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1255,232,20232,"SAN LUCAS OJITLAN",20,1230,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1255,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1256,232,20232,"SAN LUCAS OJITLAN",20,1174,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1256,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1257,232,20232,"SAN LUCAS OJITLAN",20,931,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1257,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1258,232,20232,"SAN LUCAS OJITLAN",20,1164,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1258,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1259,232,20232,"SAN LUCAS OJITLAN",20,1774,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1259,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1260,232,20232,"SAN LUCAS OJITLAN",20,1103,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",19,"",1260,20,232,6,11,19,22,11,6,20,9,19,0,1,0,0,18,0.504,0.504,6,1
1261,232,20232,"SAN LUCAS OJITLAN",20,1211,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1261,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1262,232,20232,"SAN LUCAS OJITLAN",20,697,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1262,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1263,232,20232,"SAN LUCAS OJITLAN",20,1375,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1263,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1264,232,20232,"SAN LUCAS OJITLAN",20,1062,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1264,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1265,232,20232,"SAN LUCAS OJITLAN",20,638,4,1,2,1,25,"ACATLAN DE PEREZ FIGUEROA",9,"",1265,20,232,22,8,9,9,11,22,9,9,9,0,1,0,0,18,0.14,0.297,17,0.308
1266,233,20233,"SAN LUCAS QUIAVINI",20,1552,2,4,4,4,4,"TLACOLULA DE MATAMOROS",20,"",1266,20,233,2,3,20,8,8,2,7,8,20,0,1,0,0,4,0.301,0.669,2,0.358
1267,234,20234,"SAN LUCAS ZOQUIAPAM",20,1190,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1267,20,234,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1268,234,20234,"SAN LUCAS ZOQUIAPAM",20,670,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1268,20,234,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1269,234,20234,"SAN LUCAS ZOQUIAPAM",20,969,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1269,20,234,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1270,234,20234,"SAN LUCAS ZOQUIAPAM",20,1312,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1270,20,234,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1271,235,20235,"SAN LUIS AMATLAN",20,513,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",20,"",1271,20,235,19,5,20,8,20,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1272,235,20235,"SAN LUIS AMATLAN",20,448,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",20,"",1272,20,235,19,5,20,8,20,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1273,235,20235,"SAN LUIS AMATLAN",20,662,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",20,"",1273,20,235,19,5,20,8,20,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1274,235,20235,"SAN LUIS AMATLAN",20,852,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",20,"",1274,20,235,19,5,20,8,20,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1275,235,20235,"SAN LUIS AMATLAN",20,88,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",20,"",1275,20,235,19,5,20,8,20,19,8,8,20,0,1,0,0,4,0.395,0.669,2,0.358
1276,236,20236,"SAN MARCIAL OZOLOTEPEC",20,558,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1276,20,236,11,5,10,11,20,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1277,236,20236,"SAN MARCIAL OZOLOTEPEC",20,447,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1277,20,236,11,5,10,11,20,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1278,237,20237,"SAN MARCOS ARTEAGA",20,696,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1278,20,237,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1279,237,20237,"SAN MARCOS ARTEAGA",20,450,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1279,20,237,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1280,237,20037,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",20,534,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"loc decia munn=37",1280,20,37,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1281,237,20237,"SAN MARCOS ARTEAGA",20,203,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1281,20,237,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1282,238,20238,"SAN MARTIN DE LOS CANSECOS",20,629,9,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1282,20,238,19,3,13,13,10,19,6,13,13,0,1,0,0,10,0.395,0.743,19,0.295
1283,239,20239,"SAN MARTIN HUAMELULPAM",20,797,6,6,3,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1283,20,239,1,9,12,12,7,1,14,12,12,0,1,0,0,13,0.388,0.698,7,0.509
1284,240,20240,"SAN MARTIN ITUNYOSO",20,1823,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",14,"",1284,20,240,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1285,241,20241,"SAN MARTIN LACHILA",20,981,8,9,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",3,"",1285,20,241,19,1,3,3,10,19,6,3,3,0,1,0,0,19,0.395,0.678,23,0.386
1286,242,20242,"SAN MARTIN PERAS",20,1643,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1286,20,242,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1287,242,20242,"SAN MARTIN PERAS",20,1583,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1287,20,242,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1288,242,20242,"SAN MARTIN PERAS",20,1005,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1288,20,242,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1289,242,20242,"SAN MARTIN PERAS",20,1099,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1289,20,242,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1290,242,20242,"SAN MARTIN PERAS",20,1735,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",1290,20,242,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
1291,243,20243,"SAN MARTIN TILCAJETE",20,1363,5,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1291,20,243,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
1292,244,20244,"SAN MARTIN TOXPALAN",20,1382,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1292,20,244,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1293,244,20244,"SAN MARTIN TOXPALAN",20,841,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1293,20,244,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1294,245,20245,"SAN MARTIN ZACATEPEC",20,905,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1294,20,245,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1295,245,20245,"SAN MARTIN ZACATEPEC",20,446,6,3,6,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1295,20,245,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1296,246,20246,"SAN MATEO CAJONOS",20,496,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1296,20,246,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1297,247,20247,"SAN MATEO DEL MAR",20,1743,10,5,5,7,6,"SANTO DOMINGO TEHUANTEPEC",17,"",1297,20,247,15,24,17,17,18,15,19,18,17,0,1,0,0,23,0.606,0.583,15,0.724
1298,247,20247,"SAN MATEO DEL MAR",20,1534,10,5,5,7,6,"SANTO DOMINGO TEHUANTEPEC",17,"",1298,20,247,15,24,17,17,18,15,19,18,17,0,1,0,0,23,0.606,0.583,15,0.724
1299,247,20247,"SAN MATEO DEL MAR",20,1350,10,5,5,7,6,"SANTO DOMINGO TEHUANTEPEC",17,"",1299,20,247,15,24,17,17,18,15,19,18,17,0,1,0,0,23,0.606,0.583,15,0.724
1300,247,20247,"SAN MATEO DEL MAR",20,1642,10,5,5,7,6,"SANTO DOMINGO TEHUANTEPEC",17,"",1300,20,247,15,24,17,17,18,15,19,18,17,0,1,0,0,23,0.606,0.583,15,0.724
1301,247,20247,"SAN MATEO DEL MAR",20,1604,10,5,5,7,6,"SANTO DOMINGO TEHUANTEPEC",17,"",1301,20,247,15,24,17,17,18,15,19,18,17,0,1,0,0,23,0.606,0.583,15,0.724
1302,248,20248,"SAN MATEO ETLATONGO",20,764,6,6,3,3,16,"ASUNCION NOCHIXTLAN",7,"",1302,20,248,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1303,249,20249,"SAN MATEO NEJAPAN",20,767,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1303,20,249,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1304,250,20250,"SAN MATEO PEÑASCO",20,865,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1304,20,250,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1305,250,20250,"SAN MATEO PEÑASCO",20,466,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1305,20,250,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1306,251,20251,"SAN MATEO PIÑAS",20,763,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1306,20,251,11,18,22,20,20,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1307,251,20251,"SAN MATEO PIÑAS",20,377,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1307,20,251,11,18,22,20,20,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1308,251,20251,"SAN MATEO PIÑAS",20,253,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1308,20,251,11,18,22,20,20,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1309,251,20251,"SAN MATEO PIÑAS",20,259,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1309,20,251,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
1310,252,20252,"SAN MATEO RIO HONDO",20,1151,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1310,20,252,11,5,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1311,252,20252,"SAN MATEO RIO HONDO",20,637,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1311,20,252,11,5,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1312,252,20252,"SAN MATEO RIO HONDO",20,242,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1312,20,252,11,5,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1313,252,20252,"SAN MATEO RIO HONDO",20,347,9,10,10,10,7,"MIAHUATLAN DE PORFIRIO DIAZ",10,"",1313,20,252,11,5,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
1314,253,20253,"SAN MATEO SINDIHUI",20,1430,7,6,3,3,16,"ASUNCION NOCHIXTLAN",12,"",1314,20,253,7,9,12,12,14,7,4,12,12,0,1,0,0,13,0.585,0.698,7,0.509
1315,254,20254,"SAN MATEO TLAPILTEPEC",20,173,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",1315,20,254,1,6,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1316,255,20255,"SAN MATEO YOLOXOCHITLAN",20,1196,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1316,20,255,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1317,255,20255,"SAN MATEO YOLOXOCHITLAN",20,903,5,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1317,20,255,1,6,15,15,17,1,16,15,15,0,1,0,0,17,0.388,0.758,4,0.23
1318,256,20256,"SAN MELCHOR BETAZA",20,884,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1318,20,256,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1319,257,20257,"SAN MIGUEL ACHIUTLA",20,582,7,6,3,3,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1319,20,257,7,9,12,12,7,7,14,12,12,1,1,0,0,13,0.585,0.698,7,0.509
1320,258,20258,"SAN MIGUEL AHUEHUETITLAN",20,1737,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1320,20,258,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1321,258,20258,"SAN MIGUEL AHUEHUETITLAN",20,368,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1321,20,258,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1322,259,20259,"SAN MIGUEL ALOAPAM",20,1273,2,2,4,2,3,"IXTLAN DE JUAREZ",1,"",1322,20,259,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1323,259,20259,"SAN MIGUEL ALOAPAM",20,440,2,2,4,2,3,"IXTLAN DE JUAREZ",1,"",1323,20,259,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1324,260,20260,"SAN MIGUEL AMATITLAN",20,793,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1324,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1325,260,20260,"SAN MIGUEL AMATITLAN",20,1007,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1325,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1326,260,20260,"SAN MIGUEL AMATITLAN",20,846,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1326,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1327,260,20260,"SAN MIGUEL AMATITLAN",20,594,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1327,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1328,260,20260,"SAN MIGUEL AMATITLAN",20,162,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1328,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1329,260,20260,"SAN MIGUEL AMATITLAN",20,206,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1329,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1330,260,20260,"SAN MIGUEL AMATITLAN",20,261,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1330,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1331,260,20260,"SAN MIGUEL AMATITLAN",20,427,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1331,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1332,260,20260,"SAN MIGUEL AMATITLAN",20,189,6,3,3,6,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1332,20,260,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616,0.616,14,1
1333,261,20261,"SAN MIGUEL AMATLAN",20,249,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1333,20,261,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1334,261,20261,"SAN MIGUEL AMATLAN",20,70,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1334,20,261,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1335,261,20261,"SAN MIGUEL AMATLAN",20,465,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1335,20,261,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.661,0.654,16,0.655
1336,262,20262,"SAN MIGUEL CHICAHUA",20,932,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1336,20,262,1,9,7,7,16,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1337,262,20262,"SAN MIGUEL CHICAHUA",20,586,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1337,20,262,1,9,7,7,16,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
1338,263,20263,"SAN MIGUEL CHIMALAPA",20,846,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1338,20,263,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1339,263,20263,"SAN MIGUEL CHIMALAPA",20,613,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1339,20,263,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
1340,263,20263,"SAN MIGUEL CHIMALAPA",20,337,1,7,7,7,24,"MATIAS ROMERO AVENDAÑO",11,"",1340,20,263,18,22,11,6,12,18,5,6,11,0,1,0,0,24,0.435,0.615,18,0.631
