"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
510,17,32,"zac",5,4,4,4,3,5,"guadalupe",503,32,17,12,12,8,5,8,0,0,5,0.717
511,17,32,"zac",5,4,4,4,4,4,"guadalupe",504,32,17,12,12,9,6,9,0,0,4,0.653
512,17,32,"zac",5,4,4,4,4,4,"guadalupe",505,32,17,12,12,9,6,9,0,0,4,0.653
513,17,32,"zac",5,4,4,4,4,4,"guadalupe",506,32,17,12,12,9,6,9,0,0,4,0.653
514,17,32,"zac",5,4,4,4,4,4,"guadalupe",507,32,17,12,12,9,6,9,0,0,4,0.653
515,17,32,"zac",5,4,4,4,4,4,"guadalupe",508,32,17,12,12,9,6,9,0,0,4,0.653
516,57,32,"zac",5,4,4,4,8,6,"ojocaliente",509,32,57,12,12,4,6,4,0,0,6,0.512
517,17,32,"zac",5,4,4,4,4,4,"guadalupe",510,32,17,12,12,9,6,9,0,0,4,0.653
518,17,32,"zac",5,4,4,4,4,4,"guadalupe",511,32,17,12,12,9,6,9,0,0,4,0.653
519,17,32,"zac",5,4,4,4,4,4,"guadalupe",512,32,17,12,12,9,6,9,0,0,4,0.653
520,17,32,"zac",5,4,4,4,4,4,"guadalupe",513,32,17,12,12,9,6,9,0,0,4,0.653
521,17,32,"zac",5,4,4,4,4,4,"guadalupe",514,32,17,12,12,9,6,9,0,0,4,0.653
522,17,32,"zac",5,4,4,4,4,4,"guadalupe",515,32,17,12,12,9,6,9,0,0,4,0.653
523,17,32,"zac",5,4,4,4,4,4,"guadalupe",516,32,17,12,12,9,6,9,0,0,4,0.653
524,17,32,"zac",5,4,4,4,4,4,"guadalupe",517,32,17,12,12,9,6,9,0,0,4,0.653
525,57,32,"zac",5,4,4,4,8,6,"ojocaliente",518,32,57,12,12,4,6,4,0,0,6,0.512
526,57,32,"zac",5,4,4,4,8,6,"ojocaliente",519,32,57,12,12,4,6,4,0,0,6,0.512
527,57,32,"zac",5,4,4,4,8,6,"ojocaliente",520,32,57,12,12,4,6,4,0,0,6,0.512
528,57,32,"zac",5,4,4,4,8,6,"ojocaliente",521,32,57,12,12,4,6,4,0,0,6,0.512
529,57,32,"zac",5,4,4,4,8,6,"ojocaliente",522,32,57,12,12,4,6,4,0,0,6,0.512
530,57,32,"zac",5,4,4,4,8,6,"ojocaliente",523,32,57,12,12,4,6,4,0,0,6,0.512
531,57,32,"zac",5,4,4,4,8,6,"ojocaliente",524,32,57,12,12,4,6,4,0,0,6,0.512
532,57,32,"zac",5,4,4,4,8,6,"ojocaliente",525,32,57,12,12,4,6,4,0,0,6,0.512
533,57,32,"zac",5,4,4,4,8,6,"ojocaliente",526,32,57,12,12,4,6,4,0,0,6,0.512
534,17,32,"zac",5,4,4,4,3,4,"guadalupe",527,32,17,12,12,8,6,8,0,0,5,0.717
535,17,32,"zac",5,4,4,4,3,5,"guadalupe",528,32,17,12,12,8,6,8,0,0,5,0.717
536,17,32,"zac",5,4,4,4,3,5,"guadalupe",529,32,17,12,12,8,5,8,0,0,5,0.717
537,17,32,"zac",5,4,4,4,3,5,"guadalupe",530,32,17,12,12,8,5,8,0,0,5,0.717
538,17,32,"zac",5,4,4,4,3,5,"guadalupe",531,32,17,12,12,8,5,8,0,0,5,0.717
539,17,32,"zac",5,4,4,4,3,5,"guadalupe",532,32,17,12,12,8,5,8,0,0,5,0.717
540,17,32,"zac",5,4,4,4,3,5,"guadalupe",533,32,17,12,12,8,5,8,0,0,5,0.717
541,17,32,"zac",5,4,4,4,3,5,"guadalupe",534,32,17,12,12,8,5,8,0,0,5,0.717
542,17,32,"zac",5,4,4,4,3,5,"guadalupe",535,32,17,12,12,8,5,8,0,0,5,0.717
543,17,32,"zac",5,4,4,4,3,5,"guadalupe",536,32,17,12,12,8,5,8,0,0,5,0.717
544,17,32,"zac",5,4,4,4,3,5,"guadalupe",537,32,17,12,12,8,5,8,0,0,5,0.717
545,17,32,"zac",5,4,4,4,3,5,"guadalupe",538,32,17,12,12,8,5,8,0,0,5,0.717
546,17,32,"zac",5,4,4,4,4,4,"guadalupe",539,32,17,12,12,9,6,9,0,0,4,0.653
547,17,32,"zac",5,4,4,4,4,4,"guadalupe",540,32,17,12,12,9,6,9,0,0,4,0.653
548,57,32,"zac",5,4,4,4,8,6,"ojocaliente",541,32,57,12,12,4,6,4,0,0,6,0.512
549,17,32,"zac",5,4,4,4,4,4,"guadalupe",542,32,17,13,13,9,6,9,0,0,4,0.653
551,17,32,"zac",5,4,4,4,3,5,"guadalupe",543,32,17,12,12,8,5,8,0,0,5,0.717
552,18,32,"zac",3,5,2,2,13,10,"jalpa",544,32,18,4,4,2,18,2,0,0,10,0.426
553,18,32,"zac",3,5,2,2,13,10,"jalpa",545,32,18,4,4,2,18,2,0,0,10,0.426
554,18,32,"zac",3,5,2,2,13,10,"jalpa",546,32,18,4,4,2,18,2,0,0,10,0.426
555,18,32,"zac",3,5,2,2,13,10,"jalpa",547,32,18,4,4,2,18,2,0,0,10,0.426
556,18,32,"zac",3,5,2,2,13,10,"jalpa",548,32,18,4,4,2,18,2,0,0,10,0.426
557,18,32,"zac",3,5,2,2,13,10,"jalpa",549,32,18,4,4,2,18,2,0,0,10,0.426
558,18,32,"zac",3,5,2,2,13,10,"jalpa",550,32,18,4,4,2,18,2,0,0,10,0.426
559,18,32,"zac",3,5,2,2,13,10,"jalpa",551,32,18,4,4,2,18,2,0,0,10,0.426
560,18,32,"zac",3,5,2,2,13,10,"jalpa",552,32,18,4,4,2,18,2,0,0,10,0.426
561,18,32,"zac",3,5,2,2,13,10,"jalpa",553,32,18,4,4,2,18,2,0,0,10,0.426
562,18,32,"zac",3,5,2,2,13,10,"jalpa",554,32,18,4,4,2,18,2,0,0,10,0.426
563,18,32,"zac",3,5,2,2,13,10,"jalpa",555,32,18,4,4,2,18,2,0,0,10,0.426
564,18,32,"zac",3,5,2,2,13,10,"jalpa",556,32,18,4,4,2,18,2,0,0,10,0.426
565,18,32,"zac",3,5,2,2,13,10,"jalpa",557,32,18,4,4,2,18,2,0,0,10,0.426
566,19,32,"zac",3,5,2,2,13,10,"jalpa",558,32,19,4,4,2,1,2,0,0,10,0.426
567,19,32,"zac",3,5,2,2,13,10,"jalpa",559,32,19,4,4,2,1,2,0,0,10,0.426
568,19,32,"zac",3,5,2,2,13,10,"jalpa",560,32,19,4,4,2,1,2,0,0,10,0.426
569,19,32,"zac",3,5,2,2,13,10,"jalpa",561,32,19,4,4,2,1,2,0,0,10,0.426
570,19,32,"zac",3,5,2,2,13,10,"jalpa",562,32,19,4,4,2,1,2,0,0,10,0.426
571,19,32,"zac",3,5,2,2,13,10,"jalpa",563,32,19,4,4,2,1,2,0,0,10,0.426
572,19,32,"zac",3,5,2,2,13,10,"jalpa",564,32,19,4,4,2,1,2,0,0,10,0.426
573,19,32,"zac",3,5,2,2,13,10,"jalpa",565,32,19,4,4,2,1,2,0,0,10,0.426
574,19,32,"zac",3,5,2,2,13,10,"jalpa",566,32,19,4,4,2,1,2,0,0,10,0.426
575,19,32,"zac",3,5,2,2,13,10,"jalpa",567,32,19,4,4,2,1,2,0,0,10,0.426
576,19,32,"zac",3,5,2,2,13,10,"jalpa",568,32,19,4,4,2,1,2,0,0,10,0.426
577,19,32,"zac",3,5,2,2,13,10,"jalpa",569,32,19,4,4,2,1,2,0,0,10,0.426
578,19,32,"zac",3,5,2,2,13,10,"jalpa",570,32,19,4,4,2,1,2,0,0,10,0.426
579,19,32,"zac",3,5,2,2,13,10,"jalpa",571,32,19,4,4,2,1,2,0,0,10,0.426
580,19,32,"zac",3,5,2,2,13,10,"jalpa",572,32,19,4,4,2,1,2,0,0,10,0.426
581,19,32,"zac",3,5,2,2,13,10,"jalpa",573,32,19,4,4,2,1,2,0,0,10,0.426
582,19,32,"zac",3,5,2,2,13,10,"jalpa",574,32,19,4,4,2,1,2,0,0,10,0.426
583,19,32,"zac",3,5,2,2,13,10,"jalpa",575,32,19,4,4,2,1,2,0,0,10,0.426
584,19,32,"zac",3,5,2,2,13,10,"jalpa",576,32,19,4,4,2,1,2,0,0,10,0.426
585,19,32,"zac",3,5,2,2,13,10,"jalpa",577,32,19,4,4,2,1,2,0,0,10,0.426
586,19,32,"zac",3,5,2,2,13,10,"jalpa",578,32,19,4,4,2,1,2,0,0,10,0.426
587,19,32,"zac",3,5,2,2,13,10,"jalpa",579,32,19,4,4,2,1,2,0,0,10,0.426
588,19,32,"zac",3,5,2,2,13,10,"jalpa",580,32,19,4,4,2,1,2,0,0,10,0.426
589,19,32,"zac",3,5,2,2,13,10,"jalpa",581,32,19,4,4,2,1,2,0,0,10,0.426
590,19,32,"zac",3,5,2,2,13,10,"jalpa",582,32,19,4,4,2,1,2,0,0,10,0.426
591,19,32,"zac",3,5,2,2,13,10,"jalpa",583,32,19,4,4,2,1,2,0,0,10,0.426
592,19,32,"zac",3,5,2,2,13,10,"jalpa",584,32,19,4,4,2,1,2,0,0,10,0.426
593,19,32,"zac",3,5,2,2,13,10,"jalpa",585,32,19,4,4,2,1,2,0,0,10,0.426
594,19,32,"zac",3,5,2,2,13,10,"jalpa",586,32,19,4,4,2,1,2,0,0,10,0.426
595,19,32,"zac",3,5,2,2,13,10,"jalpa",587,32,19,4,4,2,1,2,0,0,10,0.426
596,19,32,"zac",3,5,2,2,13,10,"jalpa",588,32,19,4,4,2,1,2,0,0,10,0.426
597,19,32,"zac",3,5,2,2,13,10,"jalpa",589,32,19,4,4,2,1,2,0,0,10,0.426
598,19,32,"zac",3,5,2,2,13,10,"jalpa",590,32,19,4,4,2,1,2,0,0,10,0.426
599,19,32,"zac",3,5,2,2,13,10,"jalpa",591,32,19,4,4,2,1,2,0,0,10,0.426
600,19,32,"zac",3,5,2,2,13,10,"jalpa",592,32,19,4,4,2,1,2,0,0,10,0.426
601,19,32,"zac",3,5,2,2,13,10,"jalpa",593,32,19,4,4,2,1,2,0,0,10,0.426
602,19,32,"zac",3,5,2,2,13,10,"jalpa",594,32,19,4,4,2,1,2,0,0,10,0.426
603,19,32,"zac",3,5,2,2,13,10,"jalpa",595,32,19,4,4,2,1,2,0,0,10,0.426
604,19,32,"zac",3,5,2,2,13,10,"jalpa",596,32,19,4,4,2,1,2,0,0,10,0.426
605,19,32,"zac",3,5,2,2,13,10,"jalpa",597,32,19,4,4,2,1,2,0,0,10,0.426
606,20,32,"zac",1,3,2,2,10,7,"jerez",598,32,20,15,15,5,7,5,0,0,7,0.427
607,20,32,"zac",1,3,2,2,10,7,"jerez",599,32,20,15,15,5,7,5,0,0,7,0.427
608,20,32,"zac",1,3,2,2,10,7,"jerez",600,32,20,14,14,5,7,5,0,0,7,0.427
609,20,32,"zac",1,3,2,2,10,7,"jerez",601,32,20,14,14,5,7,5,0,0,7,0.427
610,20,32,"zac",1,3,2,2,10,7,"jerez",602,32,20,14,14,5,7,5,0,0,7,0.427
611,20,32,"zac",1,3,2,2,10,7,"jerez",603,32,20,14,14,5,7,5,0,0,7,0.427
612,20,32,"zac",1,3,2,2,10,7,"jerez",604,32,20,14,14,5,7,5,0,0,7,0.427
613,20,32,"zac",1,3,2,2,10,7,"jerez",605,32,20,15,15,5,7,5,0,0,7,0.427
614,20,32,"zac",1,3,2,2,10,7,"jerez",606,32,20,15,15,5,7,5,0,0,7,0.427
615,20,32,"zac",1,3,2,2,10,7,"jerez",607,32,20,15,15,5,7,5,0,0,7,0.427
616,20,32,"zac",1,3,2,2,10,7,"jerez",608,32,20,14,14,5,7,5,0,0,7,0.427
617,20,32,"zac",1,3,2,2,10,7,"jerez",609,32,20,14,14,5,7,5,0,0,7,0.427
618,20,32,"zac",1,3,2,2,10,7,"jerez",610,32,20,14,14,5,7,5,0,0,7,0.427
619,20,32,"zac",1,3,2,2,10,7,"jerez",611,32,20,14,14,5,7,5,0,0,7,0.427
620,20,32,"zac",1,3,2,2,10,7,"jerez",612,32,20,14,14,5,7,5,0,0,7,0.427
621,20,32,"zac",1,3,2,2,10,7,"jerez",613,32,20,14,14,5,7,5,0,0,7,0.427
622,20,32,"zac",1,3,2,2,10,7,"jerez",614,32,20,15,15,5,7,5,0,0,7,0.427
623,20,32,"zac",1,3,2,2,10,7,"jerez",615,32,20,14,14,5,7,5,0,0,7,0.427
624,20,32,"zac",1,3,2,2,10,7,"jerez",616,32,20,15,15,5,7,5,0,0,7,0.427
625,20,32,"zac",1,3,2,2,10,7,"jerez",617,32,20,15,15,5,7,5,0,0,7,0.427
626,20,32,"zac",1,3,2,2,10,7,"jerez",618,32,20,15,15,5,7,5,0,0,7,0.427
627,20,32,"zac",1,3,2,2,10,7,"jerez",619,32,20,15,15,5,7,5,0,0,7,0.427
628,20,32,"zac",1,3,2,2,10,7,"jerez",620,32,20,15,15,5,7,5,0,0,7,0.427
629,20,32,"zac",1,3,2,2,10,7,"jerez",621,32,20,15,15,5,7,5,0,0,7,0.427
630,20,32,"zac",1,3,2,2,10,7,"jerez",622,32,20,15,15,5,7,5,0,0,7,0.427
631,20,32,"zac",1,3,2,2,10,7,"jerez",623,32,20,15,15,5,7,5,0,0,7,0.427
632,20,32,"zac",1,3,2,2,10,7,"jerez",624,32,20,14,14,5,7,5,0,0,7,0.427
633,20,32,"zac",1,3,2,2,10,7,"jerez",625,32,20,14,14,5,7,5,0,0,7,0.427
634,20,32,"zac",1,3,2,2,10,7,"jerez",626,32,20,14,14,5,7,5,0,0,7,0.427
635,20,32,"zac",1,3,2,2,10,7,"jerez",627,32,20,14,14,5,7,5,0,0,7,0.427
636,20,32,"zac",1,3,2,2,10,7,"jerez",628,32,20,14,14,5,7,5,0,0,7,0.427
637,20,32,"zac",1,3,2,2,10,7,"jerez",629,32,20,14,14,5,7,5,0,0,7,0.427
638,20,32,"zac",1,3,2,2,10,7,"jerez",630,32,20,14,14,5,7,5,0,0,7,0.427
639,20,32,"zac",1,3,2,2,10,7,"jerez",631,32,20,14,14,5,7,5,0,0,7,0.427
640,20,32,"zac",1,3,2,2,10,7,"jerez",632,32,20,14,14,5,7,5,0,0,7,0.427
641,20,32,"zac",1,3,2,2,10,7,"jerez",633,32,20,14,14,5,7,5,0,0,7,0.427
642,20,32,"zac",1,3,2,2,10,7,"jerez",634,32,20,14,14,5,7,5,0,0,7,0.427
643,20,32,"zac",1,3,2,2,10,7,"jerez",635,32,20,14,14,5,7,5,0,0,7,0.427
644,20,32,"zac",1,3,2,2,10,7,"jerez",636,32,20,14,14,5,7,5,0,0,7,0.427
645,20,32,"zac",1,3,2,2,10,7,"jerez",637,32,20,14,14,5,7,5,0,0,7,0.427
646,20,32,"zac",1,3,2,2,10,7,"jerez",638,32,20,14,14,5,7,5,0,0,7,0.427
647,20,32,"zac",1,3,2,2,10,7,"jerez",639,32,20,14,14,5,7,5,0,0,7,0.427
648,20,32,"zac",1,3,2,2,10,7,"jerez",640,32,20,15,15,5,7,5,0,0,7,0.427
649,20,32,"zac",1,3,2,2,10,7,"jerez",641,32,20,14,14,5,7,5,0,0,7,0.427
650,20,32,"zac",1,3,2,2,10,7,"jerez",642,32,20,14,14,5,7,5,0,0,7,0.427
651,20,32,"zac",1,3,2,2,10,7,"jerez",643,32,20,14,14,5,7,5,0,0,7,0.427
652,20,32,"zac",1,3,2,2,10,7,"jerez",644,32,20,14,14,5,7,5,0,0,7,0.427
653,20,32,"zac",1,3,2,2,10,7,"jerez",645,32,20,14,14,5,7,5,0,0,7,0.427
654,20,32,"zac",1,3,2,2,10,7,"jerez",646,32,20,14,14,5,7,5,0,0,7,0.427
655,20,32,"zac",1,3,2,2,10,7,"jerez",647,32,20,14,14,5,7,5,0,0,7,0.427
656,20,32,"zac",1,3,2,2,10,7,"jerez",648,32,20,14,14,5,7,5,0,0,7,0.427
657,20,32,"zac",1,3,2,2,10,7,"jerez",649,32,20,14,14,5,7,5,0,0,7,0.427
658,20,32,"zac",1,3,2,2,10,7,"jerez",650,32,20,14,14,5,7,5,0,0,7,0.427
659,20,32,"zac",1,3,2,2,10,7,"jerez",651,32,20,15,15,5,7,5,0,0,7,0.427
660,20,32,"zac",1,3,2,2,10,7,"jerez",652,32,20,15,15,5,7,5,0,0,7,0.427
661,20,32,"zac",1,3,2,2,10,7,"jerez",653,32,20,14,14,5,7,5,0,0,7,0.427
662,20,32,"zac",1,3,2,2,10,7,"jerez",654,32,20,14,14,5,7,5,0,0,7,0.427
663,20,32,"zac",1,3,2,2,10,7,"jerez",655,32,20,14,14,5,7,5,0,0,7,0.427
664,20,32,"zac",1,3,2,2,10,7,"jerez",656,32,20,14,14,5,7,5,0,0,7,0.427
665,20,32,"zac",1,3,2,2,10,7,"jerez",657,32,20,14,14,5,7,5,0,0,7,0.427
666,20,32,"zac",1,3,2,2,10,7,"jerez",658,32,20,14,14,5,7,5,0,0,7,0.427
667,20,32,"zac",1,3,2,2,10,7,"jerez",659,32,20,14,14,5,7,5,0,0,7,0.427
668,20,32,"zac",1,3,2,2,10,7,"jerez",660,32,20,15,15,5,7,5,0,0,7,0.427
669,20,32,"zac",1,3,2,2,10,7,"jerez",661,32,20,15,15,5,7,5,0,0,7,0.427
670,20,32,"zac",1,3,2,2,10,7,"jerez",662,32,20,15,15,5,7,5,0,0,7,0.427
671,20,32,"zac",1,3,2,2,10,7,"jerez",663,32,20,15,15,5,7,5,0,0,7,0.427
672,20,32,"zac",1,3,2,2,10,7,"jerez",664,32,20,15,15,5,7,5,0,0,7,0.427
673,20,32,"zac",1,3,2,2,10,7,"jerez",665,32,20,14,14,5,7,5,0,0,7,0.427
674,20,32,"zac",1,3,2,2,10,7,"jerez",666,32,20,14,14,5,7,5,0,0,7,0.427
675,20,32,"zac",1,3,2,2,10,7,"jerez",667,32,20,14,14,5,7,5,0,0,7,0.427
676,20,32,"zac",1,3,2,2,10,7,"jerez",668,32,20,14,14,5,7,5,0,0,7,0.427
677,20,32,"zac",1,3,2,2,10,7,"jerez",669,32,20,14,14,5,7,5,0,0,7,0.427
678,20,32,"zac",1,3,2,2,10,7,"jerez",670,32,20,15,15,5,7,5,0,0,7,0.427
679,20,32,"zac",1,3,2,2,10,7,"jerez",671,32,20,15,15,5,7,5,0,0,7,0.427
680,20,32,"zac",1,3,2,2,10,7,"jerez",672,32,20,15,15,5,7,5,0,0,7,0.427
681,20,32,"zac",1,3,2,2,10,7,"jerez",673,32,20,15,15,5,7,5,0,0,7,0.427
682,20,32,"zac",1,3,2,2,10,7,"jerez",674,32,20,15,15,5,7,5,0,0,7,0.427
683,20,32,"zac",1,3,2,2,10,7,"jerez",675,32,20,15,15,5,7,5,0,0,7,0.427
684,20,32,"zac",1,3,2,2,10,7,"jerez",676,32,20,14,14,5,7,5,0,0,7,0.427
685,20,32,"zac",1,3,2,2,10,7,"jerez",677,32,20,14,14,5,7,5,0,0,7,0.427
686,20,32,"zac",1,3,2,2,10,7,"jerez",678,32,20,14,14,5,7,5,0,0,7,0.427
687,20,32,"zac",1,3,2,2,10,7,"jerez",679,32,20,15,15,5,7,5,0,0,7,0.427
688,20,32,"zac",1,3,2,2,10,7,"jerez",680,32,20,15,15,5,7,5,0,0,7,0.427
689,20,32,"zac",1,3,2,2,10,7,"jerez",681,32,20,15,15,5,7,5,0,0,7,0.427
690,20,32,"zac",1,3,2,2,10,7,"jerez",682,32,20,15,15,5,7,5,0,0,7,0.427
691,20,32,"zac",1,3,2,2,10,7,"jerez",683,32,20,15,15,5,7,5,0,0,7,0.427
692,20,32,"zac",1,3,2,2,10,7,"jerez",684,32,20,14,14,5,7,5,0,0,7,0.427
693,20,32,"zac",1,3,2,2,10,7,"jerez",685,32,20,14,14,5,7,5,0,0,7,0.427
694,20,32,"zac",1,3,2,2,10,7,"jerez",686,32,20,14,14,5,7,5,0,0,7,0.427
695,20,32,"zac",1,3,2,2,10,7,"jerez",687,32,20,15,15,5,7,5,0,0,7,0.427
696,20,32,"zac",1,3,2,2,10,7,"jerez",688,32,20,14,14,5,7,5,0,0,7,0.427
697,20,32,"zac",1,3,2,2,10,7,"jerez",689,32,20,14,14,5,7,5,0,0,7,0.427
698,20,32,"zac",1,3,2,2,10,7,"jerez",690,32,20,15,15,5,7,5,0,0,7,0.427
699,20,32,"zac",1,3,2,2,10,7,"jerez",691,32,20,15,15,5,7,5,0,0,7,0.427
701,20,32,"zac",1,3,2,2,10,7,"jerez",692,32,20,15,15,5,7,5,0,0,7,0.427
703,20,32,"zac",1,3,2,2,10,7,"jerez",693,32,20,14,14,5,7,5,0,0,7,0.427
704,20,32,"zac",1,3,2,2,10,7,"jerez",694,32,20,14,14,5,7,5,0,0,7,0.427
705,20,32,"zac",1,3,2,2,10,7,"jerez",695,32,20,15,15,5,7,5,0,0,7,0.427
706,20,32,"zac",1,3,2,2,10,7,"jerez",696,32,20,15,15,5,7,5,0,0,7,0.427
707,20,32,"zac",1,3,2,2,10,7,"jerez",697,32,20,14,14,5,7,5,0,0,7,0.427
708,21,32,"zac",2,2,1,1,17,16,"chalchihuites",698,32,21,14,14,18,15,18,0,0,16,1
709,21,32,"zac",2,2,1,1,17,16,"chalchihuites",699,32,21,14,14,18,15,18,0,0,16,1
710,21,32,"zac",2,2,1,1,17,16,"chalchihuites",700,32,21,14,14,18,15,18,0,0,16,1
711,21,32,"zac",2,2,1,1,17,16,"chalchihuites",701,32,21,14,14,18,15,18,0,0,16,1
712,21,32,"zac",2,2,1,1,17,16,"chalchihuites",702,32,21,14,14,18,15,18,0,0,16,1
713,21,32,"zac",2,2,1,1,17,16,"chalchihuites",703,32,21,14,14,18,15,18,0,0,16,1
714,21,32,"zac",2,2,1,1,17,16,"chalchihuites",704,32,21,14,14,18,15,18,0,0,16,1
715,21,32,"zac",2,2,1,1,17,16,"chalchihuites",705,32,21,14,14,18,15,18,0,0,16,1
716,21,32,"zac",2,2,1,1,17,16,"chalchihuites",706,32,21,14,14,18,15,18,0,0,16,1
717,21,32,"zac",2,2,1,1,17,16,"chalchihuites",707,32,21,14,14,18,15,18,0,0,16,1
718,22,32,"zac",4,2,3,3,18,17,"juan aldama",708,32,22,18,18,16,16,16,0,0,17,0.878
719,22,32,"zac",4,2,3,3,18,17,"juan aldama",709,32,22,18,18,16,16,16,0,0,17,0.878
720,22,32,"zac",4,2,3,3,18,17,"juan aldama",710,32,22,18,18,16,16,16,0,0,17,0.878
721,22,32,"zac",4,2,3,3,18,17,"juan aldama",711,32,22,18,18,16,16,16,0,0,17,0.878
722,22,32,"zac",4,2,3,3,18,17,"juan aldama",712,32,22,18,18,16,16,16,0,0,17,0.878
723,22,32,"zac",4,2,3,3,18,17,"juan aldama",713,32,22,18,18,16,16,16,0,0,17,0.878
724,22,32,"zac",4,2,3,3,18,17,"juan aldama",714,32,22,18,18,16,16,16,0,0,17,0.878
725,22,32,"zac",4,2,3,3,18,17,"juan aldama",715,32,22,18,18,16,16,16,0,0,17,0.878
726,22,32,"zac",4,2,3,3,18,17,"juan aldama",716,32,22,18,18,16,16,16,0,0,17,0.878
727,22,32,"zac",4,2,3,3,18,17,"juan aldama",717,32,22,18,18,16,16,16,0,0,17,0.878
728,22,32,"zac",4,2,3,3,18,17,"juan aldama",718,32,22,18,18,16,16,16,0,0,17,0.878
729,22,32,"zac",4,2,3,3,18,17,"juan aldama",719,32,22,18,18,16,16,16,0,0,17,0.878
730,22,32,"zac",4,2,3,3,18,17,"juan aldama",720,32,22,18,18,16,16,16,0,0,17,0.878
731,22,32,"zac",4,2,3,3,18,17,"juan aldama",721,32,22,18,18,16,16,16,0,0,17,0.878
732,22,32,"zac",4,2,3,3,18,17,"juan aldama",722,32,22,18,18,16,16,16,0,0,17,0.878
733,22,32,"zac",4,2,3,3,18,17,"juan aldama",723,32,22,18,18,16,16,16,0,0,17,0.878
734,22,32,"zac",4,2,3,3,18,17,"juan aldama",724,32,22,18,18,16,16,16,0,0,17,0.878
735,22,32,"zac",4,2,3,3,18,17,"juan aldama",725,32,22,18,18,16,16,16,0,0,17,0.878
736,22,32,"zac",4,2,3,3,18,17,"juan aldama",726,32,22,18,18,16,16,16,0,0,17,0.878
737,22,32,"zac",4,2,3,3,18,17,"juan aldama",727,32,22,18,18,16,16,16,0,0,17,0.878
738,22,32,"zac",4,2,3,3,18,17,"juan aldama",728,32,22,18,18,16,16,16,0,0,17,0.878
739,22,32,"zac",4,2,3,3,18,17,"juan aldama",729,32,22,18,18,16,16,16,0,0,17,0.878
740,22,32,"zac",4,2,3,3,18,17,"juan aldama",730,32,22,18,18,16,16,16,0,0,17,0.878
742,23,32,"zac",3,5,2,2,14,14,"tlaltenango",731,32,23,1,1,7,1,7,1,0,15,0.507
743,23,32,"zac",3,5,2,2,14,14,"tlaltenango",732,32,23,1,1,7,1,7,1,0,15,0.507
744,23,32,"zac",3,5,2,2,14,14,"tlaltenango",733,32,23,1,1,7,1,7,1,0,15,0.507
745,23,32,"zac",3,5,2,2,14,14,"tlaltenango",734,32,23,1,1,7,1,7,1,0,15,0.507
746,23,32,"zac",3,5,2,2,14,14,"tlaltenango",735,32,23,1,1,7,1,7,1,0,15,0.507
747,23,32,"zac",3,5,2,2,14,14,"tlaltenango",736,32,23,1,1,7,1,7,1,0,15,0.507
748,23,32,"zac",3,5,2,2,14,14,"tlaltenango",737,32,23,1,1,7,1,7,1,0,15,0.507
749,23,32,"zac",3,5,2,2,14,14,"tlaltenango",738,32,23,1,1,7,1,7,1,0,15,0.507
750,23,32,"zac",3,5,2,2,14,14,"tlaltenango",739,32,23,1,1,7,1,7,1,0,15,0.507
751,23,32,"zac",3,5,2,2,14,14,"tlaltenango",740,32,23,1,1,7,1,7,1,0,15,0.507
752,23,32,"zac",3,5,2,2,14,14,"tlaltenango",741,32,23,1,1,7,1,7,1,0,15,0.507
753,23,32,"zac",3,5,2,2,14,14,"tlaltenango",742,32,23,1,1,7,1,7,1,0,15,0.507
754,23,32,"zac",3,5,2,2,14,14,"tlaltenango",743,32,23,1,1,7,1,7,1,0,15,0.507
755,23,32,"zac",3,5,2,2,14,14,"tlaltenango",744,32,23,1,1,7,1,7,1,0,15,0.507
756,23,32,"zac",3,5,2,2,14,14,"tlaltenango",745,32,23,1,1,7,1,7,1,0,15,0.507
757,23,32,"zac",3,5,2,2,14,14,"tlaltenango",746,32,23,1,1,7,1,7,1,0,15,0.507
758,23,32,"zac",3,5,2,2,14,14,"tlaltenango",747,32,23,1,1,7,1,7,1,0,15,0.507
760,23,32,"zac",3,5,2,2,14,14,"tlaltenango",748,32,23,1,1,7,1,7,1,0,15,0.507
761,23,32,"zac",3,5,2,2,14,14,"tlaltenango",749,32,23,1,1,7,1,7,1,0,15,0.507
762,23,32,"zac",3,5,2,2,14,14,"tlaltenango",750,32,23,1,1,7,1,7,1,0,15,0.507
763,24,32,"zac",5,4,4,4,9,9,"loreto",751,32,24,3,3,3,3,3,1,1,9,0.708
764,24,32,"zac",5,4,4,4,9,9,"loreto",752,32,24,3,3,3,3,3,1,1,9,0.708
765,24,32,"zac",5,4,4,4,9,9,"loreto",753,32,24,3,3,3,3,3,1,1,9,0.708
766,24,32,"zac",5,4,4,4,9,9,"loreto",754,32,24,3,3,3,3,3,1,1,9,0.708
767,24,32,"zac",5,4,4,4,9,9,"loreto",755,32,24,3,3,3,3,3,1,1,9,0.708
768,24,32,"zac",5,4,4,4,9,9,"loreto",756,32,24,3,3,3,3,3,1,1,9,0.708
769,24,32,"zac",5,4,4,4,9,9,"loreto",757,32,24,3,3,3,3,3,1,1,9,0.708
770,24,32,"zac",5,4,4,4,9,9,"loreto",758,32,24,3,3,3,3,3,1,1,9,0.708
