"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2012","RRI_2018","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,17,3,9,2107,3,3,0,1,1,0,1,0,105145,1777227,0,1.25347323608695,0.939034983435573,9,1,3,1,0.411,0.589,0.232,0,0.95,0.05,9,1,3,1,3,3
12,2,17,6,13,2745,6,6,0,1,1,0,0,0,111921,1777227,0,1.12714857053704,0.882183266172866,17,1,6,1,0.381,0.619,0.175,0.3,0.3,0.4,17,1,6,1,6,6
24,3,17,2,18,3542,2,2,1,0,0,0,0,0,103919,1777227,0,0.950113389595101,0.950113389595101,18,1,2,1,0.468,0.533,0.208,0.182,0.636,0.182,18,1,2,1,2,2
44,4,17,4,16,1941,4,4,1,0,0,0,0,0,111179,1777227,0,1.2348028180757,0.888070888687012,16,1,4,1,0.442,0.557,0.192,0.25,0.5,0.25,16,1,4,1,4,4
97,6,17,17,14,5717,17,17,1,0,0,0,0,0,88169,1777227,0,0.959727379355482,1.11983614800364,14,1,17,1,0.896,0.104,0.042,0,0,1,14,1,17,1,17,17
123,6,17,18,14,2080,18,18,1,0,0,0,0,1,86029,1777227,0,0.959727379355482,1.14769244479575,15,1,18,1,0.896,0.104,0.042,0,0,1,15,1,18,1,18,18
188,7,17,14,1,4047,14,14,0,1,1,1,0,0,91561,1777227,0,0.839132380895722,1.07835031654671,1,1,14,1,0.733,0.266,0.083,1,0,0,1,1,14,1,14,14
191,7,17,12,1,2137,12,12,1,0,0,1,0,0,90002,1777227,0,0.839132380895722,1.09702932527425,2,1,12,1,0.733,0.266,0.083,1,0,0,2,1,12,1,12,12
224,7,17,11,2,1853,11,11,1,0,0,0,0,0,90992,1777227,0,0.886118191173655,1.08509356133873,2,1,11,1,1,0,0,1,0,0,2,1,11,1,11,11
273,7,17,13,3,1751,13,13,1,0,0,0,0,0,90850,1777227,0,1.65606899250811,1.0867895798936,4,1,13,1,0.961,0.04,0.02,0.947,0.053,0,4,1,13,1,13,13
387,7,17,5,4,5979,5,5,1,0,0,0,0,0,107440,1777227,0,0.96524424023202,0.918976482998263,5,1,5,1,1,0,0,0.938,0,0.062,5,1,5,1,5,5
391,8,17,9,5,5445,9,9,0,1,1,0,0,0,108968,1777227,0,0.545520428158887,0.906090167143871,5,1,9,1,0.826,0.174,0.087,0.2,0,0.8,5,1,9,1,9,9
412,9,17,7,1,2189,7,7,1,0,0,0,0,0,94017,1777227,0,0.839132380895722,1.05018064108973,13,1,7,1,0.733,0.266,0.083,1,0,0,13,1,7,1,7,7
431,11,17,15,6,1865,15,15,1,0,0,0,0,0,100174,1777227,0,1.15129236629353,0.985633331336807,6,1,15,1,1,0,0,0.6,0,0.4,6,1,15,1,15,15
448,11,17,16,7,3503,16,16,1,0,0,0,0,0,98542,1777227,0,0.87409994452117,1.00195686441653,7,1,16,1,0.947,0.052,0.026,0.75,0,0.25,7,1,16,1,16,16
501,12,17,8,11,2087,8,8,0,1,1,0,0,0,92261,1777227,0,1.14342597954063,1.07016868810584,11,1,8,1,0.493,0.507,0.151,0,1,0,11,1,8,1,8,8
707,24,17,1,10,2263,1,1,0,1,1,0,0,1,110510,1777227,0,1.17291525598229,0.893447048532561,10,1,1,1,0.508,0.493,0.185,0,0.667,0.333,10,1,1,1,1,1
799,29,17,10,12,3916,10,10,0,1,1,0,0,1,95548,1777227,0,0.943548798124399,1.03335321862659,12,1,10,1,0.532,0.468,0.194,0,0.3,0.7,12,1,10,1,10,10
